auc,precision,recall,f1,accuracy,model,mcc
0.9614,0.979426433915212,0.9426,0.9606604158173665,0.9614,ARS,0.923453001336007
0.8358,0.9967455621301775,0.6738,0.8040572792362768,0.8358,JTK,0.7098937407471663
0.6738999999999999,0.9994256174612292,0.348,0.516243880729862,0.6739,LS,0.45860254804516115
0.9266999999999999,0.9923840295407339,0.86,0.9214614807671702,0.9267,meta2d,0.8610962383042787
0.8377,0.894049008168028,0.7662,0.8252019386106624,0.8377,Cosinor,0.6824133748707051
0.9548,0.9710024855012428,0.9376,0.954008954008954,0.9548,Rain,0.9101386702557985
