"CycID","PhaseShift","PhaseShiftHeight","PeakIndex","PeakSPD","Period","p","N","Nindependent","Nyquist","BH.Q"
"0","23.7475723600497","0.540447288968406","58","6.53242507245013","22.7586206896552","0.0343528417215786","25","24","0.260416666666667","0.158129620643004"
"1","23.7248141900362","0.602358575020065","48","6.44538837920892","23.5314091680815","0.0374200515149441","25","24","0.260416666666667","0.158129620643004"
"2","23.8392434915708","0.493772254464256","46","6.59266083251744","23.6923076923077","0.032376182759068","25","24","0.260416666666667","0.158129620643004"
"3","23.8940634601048","0.655012774749199","52","5.76990941643641","23.21608040201","0.0722546789380137","25","24","0.260416666666667","0.178289773901509"
"4","23.8096679396804","0.761888618834783","43","5.56715693218607","23.9378238341969","0.0877923073102123","25","24","0.260416666666667","0.199120678861901"
"5","23.6824469855088","0.596450215365088","48","6.82321569364588","23.5314091680815","0.0257929325171249","25","24","0.260416666666667","0.158129620643004"
"6","23.749458847545","0.709655692678618","43","6.47707656914416","23.9378238341969","0.0362734198105804","25","24","0.260416666666667","0.158129620643004"
"7","23.7999963057572","0.671892790481061","40","6.30010408713989","24.1884816753927","0.0431486540494073","25","24","0.260416666666667","0.158129620643004"
"8","23.9365621959243","0.698623359632803","55","6.13730027949257","22.9850746268657","0.0505895699230426","25","24","0.260416666666667","0.158858205227749"
"9","23.5672304826036","0.695554661172774","45","5.97021425499098","23.7735849056604","0.0595220269483806","25","24","0.260416666666667","0.164742810059385"
"10","23.5741902198351","0.460508400535583","50","6.015609311571","23.3726812816189","0.0569540255368902","25","24","0.260416666666667","0.162940851331731"
"11","23.6393402976884","0.578861604859939","40","6.44364385089648","24.1884816753927","0.0374841997344455","25","24","0.260416666666667","0.158129620643004"
"12","23.8059767336104","0.731426523472376","40","6.42563293012348","24.1884816753927","0.0381528202347271","25","24","0.260416666666667","0.158129620643004"
"13","23.9593551651383","0.691605943860123","45","5.95171557704716","23.7735849056604","0.0606003883534101","25","24","0.260416666666667","0.16593913633585"
"14","23.7217678452408","0.730569723796362","42","6.98354166909959","24.0207972270364","0.0220127634128916","25","24","0.260416666666667","0.158129620643004"
"15","23.5921373996387","0.897205106839811","38","6.66488581691096","24.3585237258348","0.0301532150926823","25","24","0.260416666666667","0.158129620643004"
"16","23.9546463888748","0.567563094595825","37","6.75746285249186","24.4444444444444","0.0275225558114975","25","24","0.260416666666667","0.158129620643004"
"17","23.9239068372405","0.645063894090315","49","7.01344722839209","23.4517766497462","0.0213708974508855","25","24","0.260416666666667","0.158129620643004"
"18","23.6906752604264","0.58996089092398","47","5.89746079050702","23.6115843270869","0.0638733591717099","25","24","0.260416666666667","0.169380427397799"
"19","24.1600390490057","0.601733682454393","41","5.57604663786277","24.104347826087","0.0870487572688721","25","24","0.260416666666667","0.1981533286339"
"20","23.6963168364458","0.572059519324998","38","6.8084925691731","24.3585237258348","0.0261706531869819","25","24","0.260416666666667","0.158129620643004"
"21","24.0179046059888","0.59599662441972","37","6.32035987894169","24.4444444444444","0.0423012397045699","25","24","0.260416666666667","0.158129620643004"
"22","23.8761563198946","0.700439147113502","53","5.97352808940272","23.1385642737897","0.0593308247184025","25","24","0.260416666666667","0.164585704659766"
"23","23.2867510504","0.656713295917958","52","5.34163020427753","23.21608040201","0.108802664263127","25","24","0.260416666666667","0.232583720100742"
"24","24.0475707555235","0.635302980099585","30","6.72562648611904","25.0632911392405","0.0284006356666874","25","24","0.260416666666667","0.158129620643004"
"25","23.4360121573252","0.700901979963073","46","7.36261687884592","23.6923076923077","0.0151182467062283","25","24","0.260416666666667","0.158129620643004"
"26","23.9004897811951","0.593317283156487","53","6.8958145184653","23.1385642737897","0.0240077121465403","25","24","0.260416666666667","0.158129620643004"
"27","23.8181926899109","0.685022533032034","30","5.21481574401932","25.0632911392405","0.122612252461838","25","24","0.260416666666667","0.256779586307514"
"28","23.7539444917129","0.542341521734707","55","5.44312419138867","22.9850746268657","0.0988179105839679","25","24","0.260416666666667","0.216563468297103"
"29","23.6725217377107","0.556322806673113","46","6.03905432190072","23.6923076923077","0.0556701828631692","25","24","0.260416666666667","0.161784896434668"
"30","23.7394590685668","0.88505559169388","47","7.45300505303717","23.6115843270869","0.0138203710107514","25","24","0.260416666666667","0.158129620643004"
"31","23.8944959097773","0.986801375627881","35","6.18221567008499","24.6181172291297","0.0484200555685512","25","24","0.260416666666667","0.158568466283045"
"32","23.8669001497767","0.711013595886884","33","5.91956799463852","24.7942754919499","0.062519577999077","25","24","0.260416666666667","0.167882862510948"
"33","23.7045316414276","0.608120618394712","36","5.24883489219628","24.5309734513274","0.118755031334498","25","24","0.260416666666667","0.249800234191203"
"34","23.5813376801554","0.799443744470927","28","7.94289358336435","25.2459016393443","0.00848952699374361","25","24","0.260416666666667","0.158129620643004"
