"","pVal","phase","peak.shape","period"
"0",1.19196581196204e-08,16,14,24
"1",6.21192467829935e-10,16,14,24
"2",1.25661324203343e-06,16,14,24
"3",1.66319569148605e-08,16,14,24
"4",6.329130804305e-10,16,14,24
"5",1.72479553191146e-08,16,14,24
"6",1.43554311979184e-07,16,14,24
"7",5.33971559270561e-11,16,14,24
"8",1.43554311979184e-07,16,14,24
"9",7.74236225691476e-09,16,14,24
"10",6.44633693031065e-10,16,14,24
"11",9.65764542800543e-11,16,14,24
"12",4.48715181716761e-07,16,14,24
"13",1.69399561169875e-08,16,14,24
"14",7.40808540255971e-08,16,14,24
"15",7.2602365081956e-09,14,16,24
"16",1.40581581996394e-07,14,16,24
"17",4.2592488122843e-06,16,14,24
"18",9.83649071370924e-11,16,14,24
"19",1.18819864728248e-11,16,14,24
"20",3.72201685274513e-08,16,14,24
"21",1.51504111087505e-09,16,14,24
"22",7.71124783407057e-06,16,12,24
"23",7.88573933574652e-09,16,14,24
"24",1.87505812181261e-06,16,14,24
"25",1.78639537233687e-08,16,14,24
"26",2.55030213425922e-07,16,16,24
"27",3.94286966787326e-09,14,16,24
"28",1.69399561169875e-08,16,14,24
"29",7.30264370671056e-09,14,18,24
"30",4.42050155210402e-06,14,18,24
"31",2.58078741897159e-09,14,16,24
"32",1.78284214860871e-06,16,14,24
"33",1.47281436722005e-11,16,16,24
"34",3.99978090284753e-07,14,16,24
"35",6.92136861328209e-08,14,16,24
"36",3.48698738795973e-09,16,14,24
"37",3.95958117444391e-07,16,12,24
"38",1.15979929900762e-06,14,18,24
"39",2.53222384113597e-10,16,14,24
"40",6.79795530832759e-10,16,14,24
"41",5.03113670750393e-08,16,14,24
"42",2.94997215468767e-08,14,16,24
"43",1.69399561169875e-08,16,14,24
"44",1.46117781835955e-07,16,14,24
"45",1.73266301765721e-08,14,16,24
"46",2.71979597751641e-10,16,14,24
"47",2.13167102716398e-09,16,12,24
"48",6.13656061596073e-08,14,16,24
"49",2.24096813706558e-06,14,16,24
"50",1.47281436722005e-11,14,16,24
"51",7.00094234718861e-09,14,16,24
"52",6.38634509143095e-10,14,16,24
"53",2.91028538167974e-07,16,14,24
"54",7.74236225691476e-09,16,14,24
"55",3.59954890166121e-07,16,14,24
"56",9.65764542800543e-11,16,14,24
"57",1.76474936983605e-08,18,12,24
"58",3.48698738795973e-09,16,14,24
"59",1.78284214860871e-06,16,14,24
"60",7.74236225691476e-09,16,14,24
"61",3.0518318208034e-06,14,16,24
"62",7.17771559895921e-08,14,16,24
"63",1.01941812851168e-10,16,14,24
"64",3.89011483805016e-07,18,12,24
"65",9.38232612820151e-07,16,14,24
"66",1.50230063433168e-08,16,14,24
"67",9.47880014230163e-11,16,14,24
"68",1.69399561169875e-08,16,14,24
"69",1.72479553191146e-08,16,14,24
"70",4.14905357353083e-11,16,16,24
"71",3.48698738795973e-09,16,14,24
"72",1.69399561169875e-08,16,14,24
"73",2.96062134980562e-08,16,14,24
"74",2.53222384113597e-10,16,14,24
"75",7.14815258141726e-08,16,14,24
"76",1.06794311854112e-10,14,16,24
"77",1.5430974277431e-09,16,14,24
"78",1.27067272414647e-06,14,16,24
"79",1.38115238452598e-07,16,16,24
"80",1.80806753449764e-09,16,16,24
"81",4.40702410614676e-07,14,14,24
