CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,3.39808417499921e-05,0.0002857574559262,0.0187991157148019,5.01710304412484e-08,5.048509943428314e-09,1.3714633674195922e-08,4.891952104906675e-05,7.19909780332241e-07
1,3.8089435772104e-07,2.83939895678181e-06,0.0037360445556963,2.35711450358167e-12,7.693925829777015e-08,9.394078227923402e-15,5.152785400611587e-07,2.52896370139497e-08
2,7.88280761110371e-07,1.93242364498292e-06,0.0042610864015693,3.68216568347179e-12,2.007874977394408e-10,1.1966957157539746e-13,1.0334220967888158e-06,1.66319569148605e-08
3,1.60886944094996e-05,0.000159780931005,0.0123102222072423,1.00451037488014e-08,1.4769028222616496e-09,8.190475435590572e-10,1.6955140749223213e-05,7.57705603715209e-07
4,0.0001166081031804,0.0014378634142753,0.027000681357388,9.27090478053394e-07,2.9612605367823622e-08,8.390595005907855e-08,0.0001021110763613,3.722671368172e-06
5,9.66643092537023e-06,0.000159780931005,0.0098829394333919,5.12953479692158e-09,2.766114426400179e-08,1.477229574709567e-10,9.3142642706229e-06,1.02452238407353e-07
6,4.3959531358384e-06,4.65159814425002e-05,0.007444898048581,6.065395963261721e-10,1.1310952174881095e-10,1.5605808871356757e-11,4.43543005148836e-06,3.59256967278763e-07
7,1.14030708209256e-07,8.71530659140061e-07,0.0025813449760375,1.74749104076e-13,1.7578478228585936e-08,3.707719696911617e-17,1.3094650659138564e-07,9.87932298928045e-08
8,9.02284919401808e-06,0.0001184471643996,0.0097005697138781,3.5885804328117404e-09,1.1452107863130223e-06,1.3360343373865388e-10,8.992904200853063e-06,2.48380363529863e-08
9,3.5650425944666604e-09,1.30367136488675e-06,0.0014777286759772,5.6621374255883e-15,1.4499511036270007e-08,1.0517005871411953e-21,1.434290006620836e-08,9.657645428005429e-11
10,0.000138328137629,0.0018498592938576,0.0357397346639942,1.74512055239884e-06,6.789337980706023e-10,3.356201935812965e-07,0.0001858837212299,2.22153389315678e-06
11,4.58573932982098e-06,0.0002142857370726,0.0097254688316063,3.3285219025458404e-09,5.5272564303265874e-11,1.9157650431195237e-10,1.018456348572506e-05,6.34872305298173e-06
12,3.22307057087912e-06,2.41503962397589e-05,0.0066571732181883,2.22511564729189e-10,1.7169638555358804e-07,5.2150987936129536e-12,3.135032160030436e-06,7.14815258141726e-08
