CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1_qvalue(q),Rain_qvalue
0,7.856842023119561e-05,0.000680699037461172,0.04196939359043817,1.1623887038088765e-07,2.3892616864308162e-08,3.0951554218451645e-08,0.0001104028911059,1.8506678157641158e-06
1,5.147221050284325e-06,3.603298168504835e-05,0.02953038752336659,3.4161079762053184e-11,1.9707801818076369e-07,1.2643443106222612e-13,6.941865178786689e-06,1.5062321032727636e-07
2,7.0049380874256834e-06,3.062478042762155e-05,0.02953038752336659,4.681111674260254e-11,3.211333378907985e-09,1.0742331380197256e-12,9.268359612455748e-06,1.2112328173535534e-07
3,4.227802842212007e-05,0.00041893269796801255,0.03245091149889299,2.6372023493834075e-08,1.0764597829895407e-08,2.224463725038178e-09,4.6048725554652936e-05,1.9177565267405945e-06
4,0.00024097562136887786,0.002979410307242644,0.05633357262129773,1.9111327108913502e-06,8.930218747835831e-08,1.7633517369285587e-07,0.0002146543543438,8.113930619380993e-06
5,2.8675262311985256e-05,0.00041893269796801255,0.03014508936240384,1.4360399767417638e-08,8.453894946210818e-08,4.74808650074432e-10,2.990410362403172e-05,3.9275793632657504e-07
6,1.6879169999432973e-05,0.00016774605641002596,0.02953038752336659,2.30098481155604e-09,2.366307986376798e-09,6.683429923493258e-11,1.8992930019926055e-05,1.063834667689556e-06
7,3.7218450905355048e-06,2.330295880053639e-05,0.02953038752336659,6.387804938785326e-12,5.9527525325384146e-08,1.442692489070668e-15,5.064508843449028e-06,3.9275793632657504e-07
8,2.7350553311832676e-05,0.00033197075224103136,0.030044906129168252,1.0520611060720434e-08,2.369565045133504e-06,4.3487122320663164e-10,2.9264250572252075e-05,1.4971691593120131e-07
9,2.3047656227959123e-06,2.715982010180729e-05,0.02953038752336659,8.20599626896855e-13,5.114465973992948e-08,3.286564334816235e-19,4.073217316219082e-06,1.032508865918866e-08
10,0.0002836336633770761,0.0037930270532245233,0.0729680168721809,3.563652343064815e-06,6.802943868442908e-09,6.893000484314983e-07,0.0003817698115217,5.023821558473045e-06
11,1.7324289119081905e-05,0.0005334471921150111,0.030044906129168252,9.859365825076541e-09,1.732682266560059e-09,5.999890520261586e-10,3.188654817071089e-05,1.3385458682230086e-05
12,1.400145074020404e-05,0.00011073084016395645,0.02953038752336659,1.0141821546453464e-09,4.004113469066885e-07,2.570280331992585e-11,1.5458738461688537e-05,3.1165693742363107e-07
13,9.237556997075143e-06,0.00013544068267650624,0.02953038752336659,5.899455652809869e-10,2.084795813350337e-09,2.3951237706894097e-12,1.0299028365243604e-05,1.970110734738108e-06
14,1.5136068514260589e-05,0.00041893269796801255,0.02953038752336659,5.5375485369295096e-09,4.3329632773305294e-08,5.680981393152107e-10,3.142496705761738e-05,1.7652052781933964e-06
15,2.76488021062966e-05,0.00016774605641002596,0.030044906129168252,5.121542692857375e-09,2.887076477346495e-08,4.988717872079934e-10,3.028005118791482e-05,8.457761080991886e-07
16,3.2599602850758323e-06,2.715982010180729e-05,0.02953038752336659,5.783487384093836e-12,1.6823663816125844e-08,1.715753466425905e-16,4.7130372160627e-06,1.642749602058013e-08
17,6.217070652137262e-06,3.603298168504835e-05,0.02953038752336659,4.681111674260254e-11,3.1002820418488727e-09,4.234958992751551e-13,8.117197108180206e-06,5.2944876559227975e-08
18,3.0022296726322927e-05,0.00041893269796801255,0.03092129460147138,1.625753174042086e-08,3.006394910958748e-07,1.3898276789039623e-09,4.019897378799474e-05,3.295982113195142e-06
19,4.495858314918093e-06,1.997093548851585e-05,0.02953038752336659,8.633226803428447e-12,9.34894692817905e-09,7.252610581989051e-14,6.718904364248764e-06,4.3422928331118e-08
20,6.982974654178409e-05,0.001115069597941111,0.03722297172766208,1.4248706075902189e-07,1.0633358807346693e-08,1.1144061323370086e-08,7.722394012820776e-05,6.813817085115866e-06
21,4.3087169276719855e-05,0.00033197075224103136,0.03236903473081185,2.0741951167388337e-08,3.760832921143376e-08,1.976145311322046e-09,4.4466673369438806e-05,6.722409947591458e-07
