test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,0.00024932691800551017,0.0006070779595946193,1.046884339858941,6.45380695909837e-07,1.5717990645636557e-06,"[0.6346265409237126, 1.4591421387941692]",-0.06629682036515572,0.7507744613253066,0.8640516300210687,"[-0.47540222826806766, 0.3428085875377562]",0.2532352001373592
1.0,24.0,1.5891231408503007e-05,6.546307640889941e-05,1.1213930235204015,6.817958889085365e-10,2.809212562457917e-09,"[0.7651857606764085, 1.4776002863643944]",-0.07279443372579486,0.6654646436510246,0.8040897095831617,"[-0.40276851273521025, 0.25717964528362053]",0.27805425496885505
2.0,24.0,3.611713665812402e-07,6.049771634526636e-06,1.237759778693959,2.368528994618274e-15,3.9740419372789836e-14,"[0.9314644522454907, 1.5440551051424272]",0.1438694753118961,0.27210929985978516,0.4471069665786808,"[-0.11289100870176255, 0.40062995932555473]",23.450459084257783
3.0,24.0,7.345724434836293e-08,2.695498696835616e-06,1.3622387926985295,2.946297464883052e-18,1.083197597383475e-16,"[1.0558247790207873, 1.6686528063762718]",0.19331977765566855,0.10405217545018017,0.21348415151862982,"[-0.039774989793675025, 0.4264145451050121]",23.26157284292818
4.0,24.0,3.161552557206803e-05,0.00010992880936045907,0.9558901382584695,4.41554674728922e-09,1.5353083265956952e-08,"[0.6366047243363282, 1.2751755521806107]",-0.03783381256425944,0.8308237676261274,0.9111699844299037,"[-0.38491822398973335, 0.3092505988612145]",0.1445145188547395
5.0,24.0,0.0002870557660855629,0.0006893750386300743,0.8286104099502861,8.801325363610551e-07,2.114178564403207e-06,"[0.4982983965323639, 1.1589224233682083]",-0.14732576879255976,0.4850702293522603,0.6649352013053602,"[-0.5609109512509456, 0.2662594136658261]",0.5627429843555899
6.0,24.0,1.738099560774055e-05,6.971919618026695e-05,1.09534786230616,8.818433016325624e-10,3.5330260482073815e-09,"[0.7450973569812398, 1.4455983676310804]",0.2801270781571441,0.09652009205215094,0.20037386766068285,"[-0.050228541844434094, 0.6104826981587224]",22.92999337961762
7.0,24.0,1.8175967442537052e-05,7.195343000331663e-05,1.0896318064987471,9.944629969961408e-10,3.9353502057623305e-09,"[0.7401169919919872, 1.439146621005507]",0.1997127472980278,0.23887498075985547,0.40661023651878225,"[-0.13262606396344678, 0.5320515585595024]",23.237153497657353
8.0,24.0,0.0010767181671711128,0.0023270329958312358,0.7439944858621388,1.3447652191871748e-05,2.9063436766526364e-05,"[0.4089828021976914, 1.0790061695265862]",-0.13424139565988202,0.5734143050130672,0.7375572398922423,"[-0.6015489942639499, 0.3330662029441859]",0.5127643604838031
9.0,24.0,7.385641289187248e-06,3.735782139194359e-05,1.027815015314012,7.432670316336663e-11,3.7657826110790804e-10,"[0.7184497227197748, 1.3371803079082492]",0.1473633048666665,0.35502301041536954,0.5406918792523585,"[-0.1649189115138749, 0.45964552124720787]",23.43711363840269
10.0,24.0,3.376087359620263e-06,2.2080362064226702e-05,1.1592527274612796,6.550556270529723e-12,4.284209464048216e-11,"[0.8283877210228987, 1.4901177338996605]",-0.013971731621734484,0.9264396652988772,0.9620349587734967,"[-0.3105764514832415, 0.2826329882397725]",0.05336808362765728
11.0,24.0,2.4289910592452396e-06,1.7716929680855138e-05,1.074275481227238,2.249456982917347e-12,1.640741781850727e-11,"[0.7742585628814588, 1.374292399573017]",-0.13805325650977363,0.3504819665387392,0.5357541023475962,"[-0.427859937511096, 0.15175342449154877]",0.5273245964031325
12.0,24.0,1.4451372927023467e-06,1.3042755349299159e-05,1.0383523292236392,3.883216706398638e-13,3.504708218771334e-12,"[0.7580143672236752, 1.3186902912236032]",-0.07997058658690914,0.5762223094162142,0.7391255892973503,"[-0.36040773474076276, 0.20046656156694448]",0.30546513977436035
13.0,24.0,4.2459370426988747e-07,6.563306022894417e-06,1.0489536435941398,4.4277037217482505e-15,6.864656932943024e-14,"[0.7867931438165903, 1.3111141433716893]",-0.07979378983902485,0.5468876504895617,0.7173945080040868,"[-0.3393971282741586, 0.17980954859610887]",0.30478982594199977
14.0,24.0,2.9932426810987735e-08,1.8263106154429153e-06,1.3064587776327719,4.321623159887997e-20,2.651302552078526e-18,"[1.0275168738515592, 1.5854006814139845]",-0.06784363213163136,0.5488470356957678,0.7192334368965637,"[-0.2896511041472565, 0.15396383988399376]",0.2591435858653745
15.0,24.0,7.768249669817133e-07,9.13409491839487e-06,1.0564418404715814,4.277659411644549e-14,5.030657695418194e-13,"[0.7822738871043271, 1.3306097938388357]",-0.10276370155134273,0.45481817293187565,0.639532427764952,"[-0.37224641491365684, 0.16671901181097137]",0.39252842573559527
16.0,24.0,1.461297668262744e-06,1.3141166081499497e-05,1.055797447534313,4.0510769091028796e-13,3.643054774373093e-12,"[0.7705245538247238, 1.3410703412439022]",0.17938883900697178,0.20940212229462074,0.3683905737095975,"[-0.10071994290264996, 0.4594976209165935]",23.31478510887658
17.0,24.0,7.546736270625418e-07,8.98420984598264e-06,1.256453179953777,3.855056489640847e-14,4.58935296385815e-13,"[0.9309614575946248, 1.5819449023129293]",0.14667293187642816,0.2848152367422748,0.46116336231740196,"[-0.12210335747657136, 0.4154492212294277]",23.439750668978057
18.0,24.0,4.026371160847579e-08,2.024942142853674e-06,1.1363639183053003,1.8040588221181848e-19,9.111408192516085e-18,"[0.8895673544715983, 1.3831604821390022]",-0.037647145323894016,0.7436985026301086,0.8591722520841747,"[-0.26332355030819377, 0.1880292596604057]",0.14380150251831997
19.0,24.0,2.9551189375676265e-05,0.00010409013517321686,0.9495593395533255,3.693151433262921e-09,1.3011125350019263e-08,"[0.6339782494424018, 1.2651404296642492]",0.003231146412769448,0.9853708172795586,0.9926169208014088,"[-0.34215140289384605, 0.34861369571938494]",23.987657929837297
20.0,24.0,0.0007603452167757303,0.0016792076342220194,0.7195660351171348,6.750130629788054e-06,1.4907532309602594e-05,"[0.40625960216626833, 1.0328724680680013]",0.0866290511391492,0.7073261775626845,0.8335390088098668,"[-0.3656016972290723, 0.5388597995073707]",23.669101399100253
21.0,24.0,2.0366611517760947e-05,7.851430808697358e-05,1.0142409994450168,1.366485026215644e-09,5.265838251312694e-09,"[0.686175038317121, 1.3423069605729125]",-0.29919293738807795,0.07905461834087046,0.16979084695204136,"[-0.6331002790822077, 0.03471440430605177]",1.1428328381639172
22.0,24.0,0.0060968957462965425,0.012344393088269979,0.6335013460551244,0.00031545292770957813,0.0006386979706612232,"[0.28881854303078186, 0.9781841490794669]",0.04735447668303827,0.8695954272571096,0.9335431317843367,"[-0.5179845714695736, 0.6126935248356501]",23.81911922300075
23.0,24.0,0.0009495358180763207,0.002067354274061225,0.8350371829600849,1.0630585058599788e-05,2.3135114382154052e-05,"[0.4634050867124068, 1.206669279207763]",-0.5735526108464581,0.012909463994227868,0.03605004621207882,"[-1.0256950827498121, -0.1214101389431041]",2.190809595347425
24.0,24.0,4.09740155615695e-06,2.4877969375573467e-05,1.08337283185791,1.2202199944369006e-11,7.408743135621739e-11,"[0.7700893736765271, 1.3966562900392927]",0.2193096322614707,0.15113101041851856,0.2859690848057431,"[-0.08011538948833713, 0.5187346540112785]",23.162298910990106
25.0,24.0,7.367640344130627e-06,3.7323536424701074e-05,1.0620681057032435,7.446211407932438e-11,3.770233624269589e-10,"[0.7423794466196686, 1.3817567647868185]",0.3261984119672272,0.03939378427839292,0.09417591269039666,"[0.01584807362630647, 0.636548750308148]",22.754013847360543
26.0,24.0,2.118350389639737e-05,8.11628501777677e-05,1.0009576205899045,1.5097475486603954e-09,5.784473366514925e-09,"[0.6763279678264644, 1.3255872733533445]",0.09696222726970571,0.5725766769325329,0.7371915500611985,"[-0.23983679205914854, 0.43376124659855997]",23.629631573683838
