"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"0","1","0.90097784494172","26","14","0.59007889131744"
"1","0.835593432650741","0.440691976380001","24","14","0.47968688679809"
"2","0.052672961386188","0.00952853871476142","26","15","1.51027797949189"
"3","0.0301056553858655","0.00383244993062068","26","16","1.06462117703047"
"4","0.0780595292791503","0.0180863929339791","24","18","0.986254471507038"
"5","0.00910981171725029","0.000378968167437612","22","17","1.14318131727757"
"6","0.0173445526450581","0.00143786341427531","24","15","0.817902581203393"
"7","0.15812293998283","0.0488599884546946","26","12","0.373731720262295"
"8","0.742535580977215","0.378841653414575","24","12","0.831716648913959"
"9","0.0681413614048939","0.0146640209743332","26","15","1.20460691295382"
"10","0.120287703844599","0.0331873774907249","26","13","1.05077382224364"
"11","0.0345912010321379","0.00484276814449931","24","15","1.32302721001001"
"12","0.0103282169577903","0.000499885700757051","26","16","1.2901951217186"
"13","0.270075466637963","0.101683413189193","28","17","1.29472014619236"
"14","0.15812293998283","0.0488599884546946","26","13","0.524406340573645"
"15","0.0395167282915749","0.00609347950256085","28","13","1.07476149210785"
"16","0.0173445526450581","0.00143786341427531","26","16","1.28403867796506"
"17","0.0135064193205388","0.000856306984922162","26","15","0.583180872580637"
"18","0.515548919466495","0.236585399143175","26","18","0.664276896500991"
"19","0.00910981171725029","0.000378968167437612","24","17","1.1557227027299"
"20","0.0345912010321379","0.00484276814449931","24","17","1.00702531687471"
"21","1","1","24","16","0.999647326908548"
"22","0.351667087158894","0.143867005356704","24","15","0.748708401663078"
"23","1","1","26","14","0.864486905468142"
"24","0.0135064193205388","0.000856306984922162","24","16","1.13484626589537"
"25","0.052672961386188","0.00952853871476142","24","18","0.940990002815501"
"26","0.052672961386188","0.00952853871476142","24","15","0.897067468846194"
"27","0.0600291075396114","0.0118437429175653","24","17","0.990300307125563"
"28","0.0455028365268489","0.00763537596920524","26","16","0.881899961886369"
"29","1","1","26","14","0.915668162650281"
"30","0.181753286912283","0.0589789416030357","22","18","0.903769852780718"
"31","0.582803350390021","0.277589235790767","24","16","0.664608485329755"
"32","0.270075466637963","0.101683413189193","24","17","1.04401504532268"
"33","0.0103282169577903","0.000499885700757051","24","16","1.13878257529568"
"34","0.207772004627594","0.0709541395803234","26","16","1.15439963708172"
"35","0.0455028365268489","0.00763537596920524","24","14","0.896954829832907"
"36","0.0118186471127009","0.000655934914754901","24","17","1.25978423300506"
"37","0.938352062933326","0.511214203886076","24","18","0.866381228765423"
"38","0.120287703844599","0.0331873774907249","26","16","0.356908966125894"
"39","0.137862655744573","0.040338613070862","28","14","1.05384484803493"
"40","1","1","28","17","0.836595811910482"
"41","0.515548919466495","0.236585399143175","24","16","0.404446070082037"
"42","0.658727869416296","0.324752839622234","24","16","0.681426555971465"
"43","0.0600291075396114","0.0118437429175653","26","16","1.18136763283647"
"44","0.120287703844599","0.0331873774907249","28","17","0.819776275216459"
"45","0.090303827532159","0.0222237719556643","26","17","1.20170318612088"
"46","0.309031907357913","0.121140507684302","24","15","0.399491495009585"
"47","0.181753286912283","0.0589789416030357","26","17","0.528132290303795"
"48","1","1","28","14","0.659804188776605"
"49","0.351667087158894","0.143867005356704","28","14","0.88459294634265"
"50","0.00349744221372182","4.65159814425002e-05","24","15","1.37735450117725"
"51","0.0780595292791503","0.0180863929339791","24","16","0.870051768043826"
"52","0.582803350390021","0.277589235790767","24","15","0.746595826198717"
"53","0.207772004627594","0.0709541395803234","24","15","0.829392338839107"
"54","0.835593432650741","0.440691976380001","28","12","0.582549471195452"
"55","0.00910981171725029","0.000378968167437612","24","15","1.01493284175888"
"56","0.120287703844599","0.0331873774907249","26","15","1.29073789849189"
"57","1","1","26","17","0.830873554760693"
"58","0.052672961386188","0.00952853871476142","26","15","0.731504734595449"
