"","pVal","phase","peak.shape","period"
"0",2.57911687523108e-10,24,14,24
"1",2.64457900945908e-08,2,12,24
"2",4.14905357353083e-11,24,16,24
"3",1.24664392291354e-12,2,12,24
"4",1.26905352475591e-08,2,12,24
"5",2.20972929674571e-10,2,12,24
"6",4.68286226056097e-09,2,12,24
"7",1.76410599862161e-07,2,10,24
"8",8.86398927891897e-09,2,10,24
"9",1.86362855545296e-10,2,12,24
"10",6.0947185522937e-10,24,14,24
"11",7.30416833990413e-08,2,14,24
"12",2.77884593892426e-09,2,12,24
"13",1.25145256697617e-08,2,14,24
"14",3.72725711090592e-10,2,10,24
"15",2.07452678676542e-11,2,10,24
"16",6.90576192262988e-08,2,12,24
"17",2.31682914924293e-11,2,10,24
"18",7.88573933574652e-09,4,10,24
"19",1.54338225162121e-10,2,14,24
"20",1.00707018371521e-09,4,8,24
"21",1.23960400368879e-09,2,12,24
"22",1.24664392291354e-12,2,12,24
"23",7.115323180831e-14,2,10,24
"24",6.99685679693467e-08,2,14,24
"25",7.05899747934421e-09,2,14,24
"26",6.56354305631629e-10,24,14,24
"27",1.56250300133223e-12,4,8,24
"28",9.65764542800543e-11,24,14,24
"29",1.71707065418566e-07,2,12,24
"30",1.08771984295855e-10,24,16,24
"31",1.93395416131911e-10,2,12,24
"32",6.34864960743005e-13,2,14,24
"33",3.1645654021525e-10,2,12,24
"34",6.44633693031065e-10,24,14,24
"35",8.70107760745734e-13,2,10,24
"36",1.00760002130488e-07,2,12,24
"37",8.76686621068052e-11,2,12,24
"38",1.10964659660701e-08,24,12,24
"39",1.77578061423875e-09,2,12,24
"40",1.94089889952386e-09,2,14,24
"41",6.21192467829935e-10,4,10,24
"42",4.91824535685462e-11,2,12,24
"43",6.1615141133557e-09,2,12,24
"44",2.10801084777257e-07,24,16,24
"45",6.50265357355903e-08,4,10,24
"46",8.76686621068052e-11,2,12,24
"47",1.69399561169875e-08,24,14,24
"48",8.76686621068052e-11,2,12,24
"49",4.3698610998708e-09,2,14,24
"50",5.24083197061847e-11,2,14,24
"51",6.99814889919857e-14,4,10,24
"52",1.23960400368879e-09,2,12,24
"53",7.71548713871551e-10,2,12,24
"54",1.76474936983605e-08,2,12,24
"55",1.19029662461699e-11,2,12,24
"56",1.5430974277431e-09,4,10,24
"57",3.79758271677207e-10,2,10,24
"58",2.80988614846871e-12,2,14,24
"59",3.79758271677207e-10,2,10,24
"60",3.49922763406215e-13,2,12,24
"61",4.71631520106169e-10,2,10,24
"62",4.02304146814286e-12,2,12,24
"63",5.23944735266915e-10,2,12,24
"64",1.19452749446375e-09,2,12,24
"65",1.94089889952386e-09,2,14,24
"66",3.56652047317873e-13,2,12,24
"67",1.13371777698558e-08,4,10,24
"68",1.46931358186922e-09,4,8,24
"69",3.31710939501442e-11,2,12,24
"70",2.01414036743042e-09,2,10,24
"71",1.48469434194587e-08,4,8,24
"72",3.01445120637643e-09,2,14,24
"73",4.08430518475653e-07,2,10,24
"74",1.47498607734383e-08,4,10,24
"75",4.87728713840458e-08,4,12,24
"76",1.60162309130503e-10,2,14,24
"77",1.19029662461699e-11,2,12,24
"78",1.85055307570594e-13,2,10,24
"79",1.93395416131911e-10,2,12,24
"80",1.16865486780577e-11,2,12,24
"81",2.27952514635925e-14,2,12,24
"82",1.60162309130503e-10,2,10,24
"83",2.4042566643087e-11,2,10,24
"84",5.23944735266915e-10,2,12,24
"85",6.21192467829935e-10,24,14,24
"86",2.20972929674571e-10,2,12,24
"87",1.14701311099455e-11,2,12,24
"88",1.01840405895757e-11,2,12,24
"89",3.7994925890415e-09,4,8,24
"90",4.36998954600853e-10,2,10,24
"91",2.57911687523108e-10,24,14,24
"92",4.02304146814286e-12,2,12,24
"93",2.3623506938069e-09,2,14,24
"94",5.33647415549635e-10,2,12,24
"95",5.92124269961123e-08,4,8,24
"96",3.77363711834364e-12,4,10,24
"97",3.56652047317873e-13,2,12,24
"98",3.87674905111948e-12,2,12,24
"99",5.33647415549635e-10,2,12,24
"100",1.24241903696864e-10,4,10,24
"101",9.03123435965329e-09,2,14,24
"102",1.62146537874099e-12,24,16,24
"103",5.91928600524827e-09,2,12,24
"104",6.73724561092408e-08,2,14,24
"105",3.51928110922653e-08,2,12,24
"106",1.14701311099455e-11,2,12,24
"107",2.71810979560703e-10,24,16,24
"108",3.5653781139499e-07,2,12,24
"109",3.68565315442899e-08,2,10,24
"110",3.32125425377236e-09,24,16,24
"111",8.62732654081521e-12,2,14,24
"112",1.5430974277431e-09,24,14,24
"113",1.2459798243058e-08,2,12,24
"114",5.23944735266915e-10,2,12,24
"115",4.67903671401122e-09,4,10,24
"116",1.54338225162121e-10,2,14,24
"117",6.50461074127227e-10,24,16,24
"118",8.46997805849377e-09,2,12,24
"119",1.26214225830132e-09,2,12,24
"120",2.57911687523108e-10,4,10,24
"121",6.21192467829935e-10,24,14,24
"122",1.86362855545296e-10,2,12,24
"123",2.31682914924293e-11,2,10,24
"124",4.74759795623249e-15,2,12,24
"125",2.94769088591117e-13,24,14,24
"126",1.36416073365373e-09,24,14,24
"127",2.57911687523108e-10,4,10,24
"128",4.36148338757221e-11,24,14,24
"129",2.674566960658e-09,2,10,24
"130",9.60941937554615e-09,24,12,24
