"CycID","ARS_pvalue","ARS_BH.Q","ARS_period","ARS_adjphase","ARS_amplitude","JTK_pvalue","JTK_BH.Q","JTK_period","JTK_adjphase","JTK_amplitude","LS_pvalue","LS_BH.Q","LS_period","LS_adjphase","LS_amplitude","meta2d_pvalue","meta2d_BH.Q","meta2d_period","meta2d_phase","meta2d_Base","meta2d_AMP","meta2d_rAMP"
"1787","0.0017975119604815","0.00669703030046352","24.0481927710843","12.4417461867035","1.13388632027264","0.00484276814449931","0.0441455619370949","24","13","1.09247320026755","0.120239784640457","0.471343726540404","24.0207972270364","12.7015774625116","0.698162190081724","0.000114689674794777","0.000591793987589147","24.0229966660402","12.7146242825417","0.00565380688539624","1.13687502787513","1.13687502787513"
"1788","0.0319586274648074","0.0656504261807876","25.9220779220779","10.4195815675347","0.897930175032957","0.682303761313899","1","26","12","1.02235331650752","0.631548886272461","1","25.6192236598891","10.3236645639903","0.535611625244576","0.199221951982376","0.404840382000357","25.8471005273223","10.9088294860931","-0.0848939643071612","0.891801948058639","0.891801948058639"
"1789","0.00362788655123725","0.010578065475579","23.7619047619048","13.5197426209715","0.936945976858485","0.0709541395803234","0.199477479843473","24","13","0.763410778389729","0.197258697263344","0.571408256192007","24.104347826087","12.6197830680109","0.335046265521218","0.00303519847400546","0.00875201405422567","23.9554175293306","13.0489200856344","-0.226436793454276","0.941304325732946","0.941304325732946"
"1790","0.00996912053062515","0.0230873564859313","25.5897435897436","10.796637163141","0.943951095933964","0.324752839622234","0.690229202172655","24","12","0.934528473980612","0.319054804004564","0.760559723491213","25.4311926605505","10.1947838205739","0.729568707567796","0.0325484956346167","0.0727665898381773","25.006978750098","11.0187180133288","0.0586965001978796","0.933040882406688","0.933040882406688"
"1791","5.30290938205447e-06","0.00103901048019241","23.4823529411765","12.7205316359188","1.3320132701992","0.000285757455926234","0.0194392827160703","24","12","1.06606605394666","0.00892326315991165","0.434269626075629","23.6923076923077","12.207546973006","0.680378151750974","4.58653670598608e-09","7.39763984836464e-07","23.7248868778281","12.3126444183178","0.0863879039640854","1.33119208365484","1.33119208365484"
"1792","0.00762153617960581","0.0186482412028525","24.641975308642","12.9646459274213","0.975321630897098","0.0709541395803234","0.199477479843473","26","12","0.997217818122287","0.333479947349621","0.782267609329247","24.7942754919499","12.433837494693","0.383537430869622","0.00843602284281764","0.021476636565218","25.1454169335306","12.4825576354988","-0.248483418651347","0.991345225312485","0.991345225312485"
"1793","0.00293718883192484","0.00925390306214505","23.7619047619048","12.7049312356911","0.958556836577089","0.121140507684302","0.302020712252062","24","14","0.884398607910563","0.203615935321359","0.580251658175902","23.6923076923077","12.5632174996251","0.474345614114487","0.00405483929048878","0.0112415838383387","23.8180708180708","13.0847327411747","-0.271313393721048","0.962835803541829","0.962835803541829"
"1794","0.000605527332979916","0.003744757779715","26.6133333333333","10.9103876311937","1.23124825358208","0.0180863929339791","0.0825109166696129","26","13","1.44596431793383","0.0699090950291383","0.434269626075629","26.4","10.7691826091473","0.714582741026065","8.74671131004812e-05","0.000482710337199123","26.3377777777778","11.5600846643189","-0.0478591875614558","1.21733518685899","1.21733518685899"
"1795","0.0010810289025589","0.00498209910153156","24.641975308642","13.2346578076079","1.22403799215619","0.0331873774907249","0.117477442445044","24","14","0.856291209880253","0.104594378814021","0.455941393824702","24.4444444444444","12.9724024349399","0.54347142475908","0.000343471336456624","0.00142578387902293","24.3621399176955","13.4067191516593","-0.316867310646179","1.24757932428651","1.24757932428651"
"1796","0.000744718466807459","0.00408736809444269","23.4823529411765","12.8540738545877","1.13081889897875","0.00952853871476142","0.0588908449614426","24","14","1.03822890536715","0.0725652701395212","0.434269626075629","23.4517766497462","12.9934720805195","0.558440413769626","6.19476887708803e-05","0.00037681075894696","23.6447098636409","13.2783235331809","0.0256478722072071","1.13432635683969","1.13432635683969"
"1797","0.00124020637125555","0.00536561803823274","25.9220779220779","12.3120726632417","1.15341186524057","0.00763537596920524","0.0534316023037456","26","12","1.31437017900433","0.115745643342394","0.464485384869258","25.8100558659218","12.1321629081645","0.747503366784557","0.000119354169714536","0.000609883340391089","25.9107112626666","12.1483225912418","-0.0794254785024207","1.16754974946289","1.16754974946289"
"1798","0.0217960088499981","0.0460417179874003","23.7619047619048","13.3975693097537","0.789124644427889","0.785087019633595","1","24","12","0.531768030126629","0.517288519918034","1","23.6923076923077","13.0992416099236","0.366405909203941","0.149594819121214","0.307618381906671","23.8180708180708","12.8378320390959","-0.0524138433719338","0.783285429409993","0.783285429409993"
"1799","0.00406539965284036","0.0114421605765279","26.972972972973","11.7200228446931","1.08490058673854","0.0589789416030357","0.174597222033853","26","14","0.922782773222798","0.255842937037497","0.661776867660365","26.4","12.000410479584","0.725873646703756","0.00354167196059518","0.010017812599055","26.4576576576577","12.579835515114","-0.151718336827997","1.09326889703139","1.09326889703139"
"1800","0.0043051657121016","0.011948836281159","25.2658227848101","12.9653750551536","0.896947200893618","0.170328572533671","0.395928806447398","26","13","1.00857848144757","0.185012195568673","0.554260621835449","24.972972972973","12.3086675565945","0.478380268014073","0.00672336840803167","0.017545324655615","25.412931919261","12.7575809239492","-0.0312959016687301","0.917608287937232","0.917608287937232"
"1801","0.00281244469755515","0.00897984869242589","24.3414634146341","12.883602953488","1.03447043453058","0.0709541395803234","0.199477479843473","26","12","0.973296944152613","0.158352523493186","0.522270855848239","24.7058823529412","12.1219009771615","0.571548496759037","0.00205562717101027","0.00627864132868132","25.0157819225251","12.3527974825587","0.0601798198733371","1.0525988675271","1.0525988675271"
"1802","0.000624462531034764","0.00378003953410874","22.9425287356322","14.6280970595613","1.11134910471628","0.0488599884546946","0.153406557157597","24","14","0.739221957298263","0.124308732639473","0.477092061145366","22.3188405797101","12.2763518290089","0.566556264964576","0.000346616006951628","0.00143645257750364","23.0871231051141","13.6268445159443","-0.0436456919749641","1.07526013234296","1.07526013234296"
"1803","0.00161743976055018","0.00624976723551074","23.4823529411765","13.6257604327034","0.987660047975923","0.0331873774907249","0.117477442445044","26","13","0.849790853916139","0.0995838796965569","0.452716057029713","23.6115843270869","12.366187137288","0.381239003052666","0.000464097996432877","0.00181076081323791","24.3646457560878","13.024060315955","0.10096373815119","1.00208812828904","1.00208812828904"
