"","pVal","phase","peak.shape","period"
"0",3.42674791641377e-11,4,10,24
"1",5.92124269961123e-08,24,16,24
"2",1.23960400368879e-09,2,12,24
"3",1.38942296946213e-09,24,14,24
"4",9.77746889518943e-07,4,6,24
"5",2.31682914924293e-11,2,10,24
"6",4.38343310534026e-11,2,14,24
"7",8.76686621068052e-11,2,12,24
"8",3.25230537063613e-10,4,10,24
"9",3.49140353747818e-11,4,10,24
"10",1.02452238407353e-07,4,12,24
"11",6.329130804305e-10,24,14,24
"12",3.17713344214226e-11,2,12,24
"13",3.70110615141188e-13,2,12,24
"14",6.22989912152902e-09,2,14,24
"15",9.19847944038761e-09,2,14,24
"16",5.33647415549635e-10,2,12,24
"17",1.57250267146312e-10,2,14,24
"18",1.26214225830132e-09,2,12,24
"19",2.94046304477765e-10,2,8,24
"20",8.44807107574668e-11,2,12,24
"21",4.82882271400272e-11,2,12,24
"22",1.28955843761554e-10,2,12,24
"23",3.05540976787416e-08,2,8,24
"24",3.19648723519572e-11,2,12,24
"25",1.60162309130503e-10,2,10,24
"26",9.03123435965329e-09,2,14,24
"27",4.34837209909232e-09,2,12,24
"28",1.23960400368879e-09,2,12,24
"29",1.60162309130503e-10,2,14,24
"30",6.02890241275287e-09,2,12,24
"31",4.53489481189564e-10,24,14,24
"32",7.86251335731558e-11,2,12,24
"33",8.86398927891897e-09,2,10,24
"34",9.43109433453546e-07,2,12,24
"35",2.72832146730746e-09,2,12,24
"36",1.9158050124536e-06,24,16,24
"37",8.62732654081521e-12,2,10,24
"38",1.1570270522293e-07,2,12,24
"39",4.51561717982664e-09,2,12,24
"40",8.31360557569466e-12,2,10,24
"41",2.57911687523108e-10,24,14,24
"42",4.94640010458758e-08,24,14,24
"43",2.71810979560703e-10,24,16,24
"44",2.12937550413677e-10,2,12,24
"45",1.71537642339194e-10,24,14,24
"46",1.23960400368879e-09,2,12,24
"47",1.76474936983605e-08,24,16,24
"48",2.61972367633457e-10,2,8,24
"49",1.08477620022062e-10,2,14,24
"50",3.84760583899099e-09,2,8,24
"51",5.62685677091666e-12,2,10,24
"52",1.5142618317793e-10,2,10,24
"53",2.94046304477765e-10,4,8,24
"54",1.33889849784533e-09,24,14,24
"55",4.02304146814286e-12,2,12,24
"56",1.26972992148601e-12,2,12,24
"57",4.02304146814286e-12,2,12,24
"58",3.17713344214226e-11,2,12,24
"59",9.24227117003355e-09,24,16,24
"60",1.60979951945894e-11,24,12,24
"61",3.86790832263822e-10,2,10,24
"62",2.01414036743042e-09,2,14,24
"63",8.76686621068052e-11,2,12,24
"64",3.42241354744195e-09,24,14,24
"65",8.76686621068052e-11,2,12,24
"66",3.94989525963117e-12,2,12,24
"67",1.51504111087505e-09,4,10,24
"68",1.94089889952386e-09,2,10,24
"69",4.49237409618808e-10,2,12,24
"70",1.23960400368879e-09,2,12,24
"71",1.19029662461699e-11,2,12,24
"72",2.48533080704085e-10,24,14,24
"73",2.47062004661223e-08,24,12,24
"74",4.29040907987315e-09,2,14,24
"75",9.19847944038761e-09,2,10,24
"76",7.74236225691476e-09,4,10,24
"77",2.58496343235019e-07,2,14,24
"78",2.36054290677582e-11,2,10,24
"79",3.48698738795973e-09,24,14,24
"80",6.35426688428451e-11,2,14,24
"81",8.31597845743025e-09,2,12,24
"82",7.2602365081956e-09,24,16,24
"83",3.42674791641377e-11,24,14,24
"84",2.50290513395234e-08,2,12,24
"85",1.35876982458981e-10,24,12,24
"86",8.44807107574668e-11,2,12,24
"87",1.38942296946213e-09,24,14,24
"88",1.36416073365373e-09,4,10,24
"89",2.66823707774818e-10,2,10,24
"90",1.16865486780577e-11,2,12,24
"91",1.35905489780351e-10,24,14,24
"92",9.29995485659782e-11,4,10,24
"93",8.86840602298537e-13,2,10,24
"94",8.6074686432136e-11,2,12,24
"95",5.33647415549635e-10,2,12,24
"96",6.19802001844397e-10,24,14,24
"97",7.71691125810603e-11,24,12,24
"98",1.19029662461699e-11,2,12,24
"99",2.32173857499553e-14,2,12,24
"100",1.60162309130503e-10,2,10,24
"101",1.5430974277431e-09,24,14,24
"102",4.02304146814286e-12,2,12,24
"103",1.26972992148601e-12,2,12,24
"104",1.62839915755254e-11,2,10,24
"105",5.23944735266915e-10,2,12,24
"106",7.48261546322287e-10,2,10,24
"107",5.49440870882986e-06,4,12,24
"108",2.16955240044124e-10,2,12,24
"109",1.22855105147633e-08,2,14,24
"110",4.74759795623249e-15,2,12,24
"111",3.31710939501442e-11,2,12,24
"112",8.31360557569466e-12,2,14,24
"113",3.80360284260779e-12,2,12,24
"114",9.57980213961821e-08,24,14,24
"115",8.6074686432136e-11,2,12,24
"116",7.74236225691476e-09,24,14,24
"117",6.31071129150659e-10,2,10,24
"118",2.01414036743042e-09,2,10,24
"119",3.06160131697345e-11,2,12,24
"120",4.94640010458758e-08,2,10,24
"121",9.19847944038761e-09,2,14,24
"122",2.19509828908668e-14,2,12,24
"123",3.77363711834364e-12,4,10,24
"124",3.94989525963117e-12,2,12,24
"125",5.97263747231873e-10,2,14,24
"126",1.80870015911793e-08,24,12,24
"127",6.13851882025746e-09,2,12,24
"128",1.36416073365373e-09,2,14,24
"129",8.65803007628975e-10,2,14,24
"130",2.71810979560703e-10,4,8,24
"131",1.89974629452075e-09,2,12,24
"132",2.4042566643087e-11,2,10,24
"133",1.23960400368879e-09,2,12,24
"134",6.79319512044354e-08,24,14,24
"135",2.53222384113597e-10,24,14,24
