test,period,p,q,amplitude,p(amplitude),q(amplitude),CI(amplitude),acrophase,p(acrophase),q(acrophase),CI(acrophase),acrophase[h]
0.0,24.0,6.712690000691018e-11,3.4050971430970813e-10,1.0294510105180232,2.464692580889428e-37,1.2511129852230597e-36,"[0.871427904965003, 1.1874741160710434]",-0.06365773668087726,0.4340017084695166,0.6031847028914387,"[-0.22313228970895194, 0.09581681634719741]",0.2431546430112931
1.0,24.0,1.0386883740367177e-08,2.2838354750147707e-08,0.9706845876595216,1.903212948912054e-22,4.1847250415832324e-22,"[0.7754921886476179, 1.1658769866714254]",-0.063633929072898,0.5505063295276975,0.707883136915659,"[-0.27254495133063905, 0.14527709318484305]",0.24306370464745886
2.0,24.0,4.757201762038952e-12,6.095022837308703e-11,1.0834263223992404,2.525125178615951e-48,3.2373399725845526e-47,"[0.9380548926579443, 1.2287977521405367]",-0.0067423508555410905,0.9244977721437679,0.9616161557559475,"[-0.1461832054702681, 0.13269850375918593]",0.02575388320126162
3.0,24.0,9.725589726905869e-11,4.453108849315874e-10,0.9680867231345657,5.3954474749472275e-36,2.470442983034445e-35,"[0.8166059954386602, 1.1195674508304712]",-0.07677626198212995,0.3545502537962597,0.5207082593571152,"[-0.2393154826381256, 0.08576295867386571]",0.29326371855778416
4.0,24.0,1.2942573750937142e-07,2.621015340408494e-07,0.9791074436796452,3.5353702746459976e-17,7.159518579680027e-17,"[0.7513950542514953, 1.206819833107795]",0.11161502284106373,0.36494753660919776,0.5321486389752083,"[-0.1298493868359444, 0.35307943251807183]",23.573662017396718
5.0,24.0,1.0493339094008035e-10,4.711872067358794e-10,0.9437398032968831,1.0111112366071582e-35,4.5402390507730496e-35,"[0.7954777742842671, 1.092001832309499]",0.1579179554599035,0.05751132870981815,0.10753801179846324,"[-0.005034972986563219, 0.3208708839063702]",23.396797842854173
6.0,24.0,5.735699251065427e-12,6.910481025380032e-11,0.987480211334287,1.8539745728092783e-47,2.2337043045894916e-46,"[0.8537329220812288, 1.121227500587345]",0.01118868767023784,0.8761919398696413,0.9347449394414095,"[-0.12956645680897824, 0.15194383214945392]",23.957262361213687
7.0,24.0,6.063412224552277e-11,3.1847309765282946e-10,1.1031782493504718,1.036497153725592e-37,5.449511849240757e-37,"[0.9347251780210686, 1.271631320679875]",-0.03116008055689168,0.7003206298800803,0.8226542738409466,"[-0.1898365930332079, 0.12751643191942455]",0.11902274034650327
8.0,24.0,2.300670392006995e-12,4.0707915776458956e-11,1.0852179816068797,7.924619367035634e-52,1.406000606220184e-50,"[0.9447953680475174, 1.225640595166242]",0.07610368310728166,0.2671177175588809,0.41646042650277665,"[-0.05830847423145377, 0.2105158404460171]",23.70930534350345
9.0,24.0,2.4273098197167393e-11,1.7034761769772224e-10,0.9553082217983412,2.99046275484961e-41,2.1000440694168612e-40,"[0.8161208340573247, 1.0944956095393577]",0.005879473154373649,0.9393346947199582,0.969785974313399,"[-0.14553489543042583, 0.15729384173917313]",23.977542066832928
10.0,24.0,1.0047897895636586e-08,2.214656798685604e-08,1.0012332160471291,1.590245398074163e-22,3.505059286035184e-22,"[0.8002736827755448, 1.2021927493187134]",0.011847392546766145,0.9113591154046721,0.9541029265124288,"[-0.19673639361807047, 0.22043117871160275]",23.95474629392237
11.0,24.0,1.6194564172604802e-10,6.4366312291752e-10,0.9446093660598573,3.17658756313295e-34,1.2625546753310612e-33,"[0.792833204518547, 1.0963855276011678]",-0.012132711938146024,0.8867542940260219,0.9405539817840708,"[-0.17911033358155337, 0.15484490970526132]",0.046343545873583754
12.0,24.0,2.9142734413026222e-12,4.5749975530653406e-11,0.9813474895964017,1.1594634341424119e-50,1.8201937741639115e-49,"[0.8528603867245805, 1.109834592468223]",0.05683812449069059,0.41282590346015025,0.5825937107820354,"[-0.07919373401326704, 0.19286998299464822]",23.78289435674962
13.0,24.0,2.619138539925359e-13,1.3641346562111247e-11,1.0323852902095245,8.444622259109528e-64,4.398240759952879e-62,"[0.9123913197884053, 1.1523792606306438]",-0.02428651496242118,0.6935091591432303,0.8176245686668596,"[-0.14507061382124692, 0.09649758389640457]",0.09276765376187059
