test,period,n_components,p,q,p_reject,q_reject,amplitude,CI(amplitude),p(amplitude),q(amplitude),acrophase,CI(acrophase),p(acrophase),q(acrophase),mesor,CI(mesor),p(mesor),q(mesor),peaks,heights
0.0,24.0,1.0,6.712685962639853e-11,3.4050961768933787e-10,0.08960051389725388,0.8635507318169828,1.0294494007460855,"[0.8812400247314407, 1.1895100542433876]",0.0,0.0,-0.06289474781961513,"[-0.22054973940057623, 0.08976136421253303]",0.40838968114871954,0.575683226880067,0.07308002161757943,"[-0.03892704570779697, 0.18645786660013164]",0.19926600869098454,0.9999162621446882,[0.24024024],[1.10252942]
1.0,24.0,1.0,1.0386883686486215e-08,2.2838354631675935e-08,0.34904161393850064,0.8635507318169828,0.9706830508021714,"[0.829580659264614, 1.1294826576678196]",0.0,0.0,-0.06289474781961513,"[-0.3051176301197036, 0.17209482846614185]",0.5844988669521842,0.7346642369936957,-0.010003116215866248,"[-0.14373663587108992, 0.12147638946449195]",0.8692083826071513,0.9999162621446882,[0.24024024],[0.96067993]
10.0,24.0,1.0,1.0047897847087484e-08,2.2146567879848983e-08,0.4142201321713961,0.8635507318169828,1.0012316244336594,"[0.8146757366346024, 1.1981731230134176]",0.0,0.0,0.006289474781961069,"[-0.1987272558061497, 0.2305334161356145]",0.8844240911582621,0.9394774709563014,0.020501715107280716,"[-0.12008859336679609, 0.15839110695180145]",0.7872899410187313,0.9999162621446882,[23.97597598],[1.02171814]
100.0,24.0,1.0,7.790874168023265e-09,1.7464411943562578e-08,0.08544754194688431,0.8635507318169828,1.0776953520214096,"[0.8938060281012208, 1.2636261956204093]",0.0,0.0,0.08176317216550011,"[-0.15297203563915793, 0.323085309042741]",0.4833290861231174,0.6480679620851668,-0.06567814371899705,"[-0.2187911137678762, 0.09140231622944112]",0.42050003644926015,0.9999162621446882,[23.68768769],[1.01201721]
1000.0,24.0,1.0,2.180198244161602e-10,8.150273809949913e-10,0.31072844221620344,0.8635507318169828,0.9829039678255944,"[0.821028348100859, 1.1481074917399814]",0.0,0.0,-0.07547369738353815,"[-0.23884403390802414, 0.08383851852254134]",0.34609182851437814,0.5075404436345186,0.08040851565361817,"[-0.031072686752043777, 0.1879550836129142]",0.16016512563091645,0.9999162621446882,[0.28828829],[1.06331248]
1001.0,24.0,1.0,1.2085780154436065e-09,3.2859652404665756e-09,0.5587367798194632,0.8635507318169828,1.0899823519067742,"[0.8825787381278161, 1.30659580135749]",0.0,0.0,-0.012578949563923025,"[-0.17871457211707414, 0.14458307551053123]",0.8359188199145706,0.9108846245119,0.09393368631685539,"[-0.04907532985528866, 0.24180819680737153]",0.19383073334523715,0.9999162621446882,[0.04804805],[1.18391604]
1002.0,24.0,1.0,6.787781814399096e-08,1.3872433710196394e-07,0.13560879632521183,0.8635507318169828,0.915583986798133,"[0.697099870296267, 1.135770859442271]",6.661338147750939e-16,1.3462688253336579e-15,-0.012578949563923025,"[-0.2416229126990941, 0.18567473057890774]",0.7972783793499265,0.8864681324891669,-0.10404117931689538,"[-0.2553444216141465, 0.04522426507444334]",0.17042563840037728,0.9999162621446882,[0.04804805],[0.81154071]
1003.0,24.0,1.0,4.230427119722435e-11,2.4681605132569633e-10,0.7800019486232015,0.898309280920421,1.080919206231298,"[0.9230100544778936, 1.2515479832485388]",0.0,0.0,-0.012578949563923025,"[-0.15575852977143162, 0.13335654252129897]",0.8791768751347859,0.9355931415715505,0.06552673200718395,"[-0.05530296979426902, 0.18193739019310232]",0.2951397968940561,0.9999162621446882,[0.04804805],[1.14644424]
1004.0,24.0,1.0,2.689843237035916e-09,6.618708752549006e-09,0.7843427810048614,0.8994082150499108,0.9613694980418453,"[0.7981421469047332, 1.1275179189833806]",0.0,0.0,0.08176317216550011,"[-0.10391346680938293, 0.27580208748785784]",0.3745884710270553,0.5395973365414222,-0.012991747334011206,"[-0.14460205243477323, 0.11518362135876695]",0.8241894100938234,0.9999162621446882,[23.68768769],[0.94836077]
1005.0,24.0,1.0,5.712841311122929e-11,3.053362539349508e-10,0.42713804290121926,0.8635507318169828,1.1035302120439012,"[0.9372148479211472, 1.2810462162772274]",0.0,0.0,0.03144737390980801,"[-0.12122555689703965, 0.1966931935102211]",0.6414444698814226,0.7794844237479405,0.03355599018336308,"[-0.08853621064473932, 0.15764440283100326]",0.5818442979127987,0.9999162621446882,[23.87987988],[1.1370862]
