test,period,n_components,p,q,p_reject,q_reject,RSS,R2,R2_adj,log-likelihood,amplitude,acrophase,mesor,peaks,heights,troughs,heights2,ME,resid_SE
27.0,24.0,1.0,0.08153819931775119,0.9951493500298007,0.5199337685750547,0.5755823327838312,363.63487853330196,0.18170689968974907,0.11624345166492889,-75.62551975294456,2.5560546783642977,-1.8616845354606184,66.95453769685994,[7.11111111],[69.51056109],[19.07507508],[64.39850229],7.854755805045367,3.81384256902826
28.0,24.0,1.0,0.19881427529279994,0.9951493500298007,0.029829123516815326,0.07520476861862892,170.54010312597603,0.1212288205913018,0.05092712623860585,-65.02500247950603,1.3805533224649693,-1.8868424345884645,35.391937435767765,[7.20720721],[36.77249076],[19.21921922],[34.01138976],5.379144145544408,2.611820078994539
29.0,24.0,1.0,0.6026780929724103,0.9951493500298007,0.0002973233418195331,0.010628474349164918,13.920368217766846,0.039700213230528525,-0.03712376971102915,-29.946359285028688,0.20184906487625748,-2.893158399702312,0.7958654352129109,[11.05105105],[0.99771162],[23.01501502],[0.59401748],1.536828066490323,0.7462001934539242
3.0,24.0,1.0,0.7701517640882025,0.9951493500298007,0.08341049074996221,0.14153958038213352,120.97784812559226,0.020676659802082442,-0.057669207413751034,-60.2179201642018,0.4367596792567596,0.5220264069028078,31.98587715367104,[22.00600601],[32.42263266],[10.04204204],[31.54912194],4.530570045806139,2.199798610105864
30.0,24.0,1.0,0.7796413595351144,0.9951493500298007,0.26899555253506724,0.3513411298417205,145.31768658793885,0.019716732721327235,-0.05870592866096658,-62.784327816378436,0.481981770273304,0.8742369946926551,59.855232193012924,[20.66066066],[60.33721396],[8.64864865],[59.37325437],4.965456245657715,2.4109557157935426
31.0,24.0,1.0,0.7932899070407076,0.9951493500298007,0.0015630228001167756,0.013311139427736762,2855.4729081995238,0.018354784239458022,-0.060176833021385434,-104.47731429391933,1.8799063121756294,-0.27673689040630833,25.563551349892983,[1.05705706],[27.44343316],[13.02102102],[23.68365772],22.01095792808846,10.687325031455764
32.0,24.0,1.0,0.7699378158938173,0.9951493500298007,0.5082130897941946,0.5755823327838312,90.50877334062481,0.020698427069221537,-0.05764569876524073,-56.155670833243576,0.38886376886706664,0.836500146000887,17.171401229311094,[20.8048048],[17.56026303],[8.84084084],[16.78254318],3.9187292732245567,1.902721980118218
33.0,24.0,1.0,0.40066151723819454,0.9951493500298007,0.08252431941446203,0.14153958038213352,17.201141893875327,0.07055817796602515,-0.003797167796692813,-32.90907657840157,0.32501243985294703,-2.0755266780473107,4.582802399238634,[7.92792793],[4.90781484],[19.93993994],[4.25779145],1.7083567219399254,0.8294851871823952
34.0,24.0,1.0,0.6481821376298342,0.9951493500298007,0.09615213481960783,0.15778811867833079,442.572338650824,0.0340919963706261,-0.04318064391972398,-78.37587078297469,1.1226815625382471,-1.8113687372049254,27.288724471196815,[6.91891892],[28.41140603],[18.93093093],[26.16605552],8.665468639454257,4.207480664962462
35.0,24.0,1.0,0.7992428735614615,0.9951493500298007,0.023921273585234992,0.06379006289395998,237.90872487397738,0.01776749573576719,-0.060811104605371424,-69.68583506380145,0.5395651815996558,-0.767315923399309,35.43106822427101,[2.93093093],[35.97062476],[14.89489489],[34.89150506],6.353384019089649,3.08485801860622
36.0,24.0,1.0,0.6388489878511798,0.9951493500298007,0.0024971725116490484,0.014529003704139919,1226.274333914329,0.035212080429088743,-0.041970953136584166,-92.6437177552254,1.7330833474676979,-0.69184222601577,132.42460714093153,[2.64264264],[134.15769049],[14.65465465],[130.69152379],14.424266605333713,7.003640007636969
37.0,24.0,1.0,0.6934711962165034,0.9951493500298007,0.0020172837184089243,0.014134650365139122,66.59840062872665,0.028859034778076276,-0.04883224243967765,-51.86094366471825,0.38663546104265656,-1.3585265529036947,31.31098004461009,[5.18918919],[31.69761551],[17.2012012],[30.92434458],3.3614899833070804,1.6321568629114869
38.0,24.0,1.0,0.19177078043217333,0.9951493500298007,0.08403912585189177,0.14153958038213352,124.03679090304595,0.12376096806913262,0.05366184551466313,-60.5675109012849,1.191097394988816,1.0880791372793484,30.50054472573517,[19.84384384],[31.69164212],[7.83183183],[29.30944733],4.587490547882898,2.227436112691414
39.0,24.0,1.0,0.9327916921060956,0.9951493500298007,0.01575832367797414,0.04923792413436295,2539.9040662577763,0.005550408831741516,-0.07400555846171919,-102.83775804881037,1.0403687878744918,1.7296055650394253,33.6194747474333,[17.39339339],[34.65984354],[5.38138138],[32.57911734],20.759102741342787,10.07949218216429
4.0,24.0,1.0,0.8263063074047903,0.9951493500298007,0.12406279998423841,0.19365900485344534,958.9833218065429,0.01514728741310134,-0.0636409295938507,-89.20164735625217,1.0253758529070054,-2.8554215510105427,8.734823290182195,[10.90690691],[9.76019914],[22.91891892],[7.70946606],12.755733840651308,6.1934911699510575
40.0,24.0,1.0,0.22770408723457403,0.9951493500298007,0.3591088501879658,0.43364087569867565,47.01987508212034,0.11163862814001813,0.04056971839121948,-46.98740119704146,0.6250024743077152,-0.4780000834290776,32.44028566120288,[1.82582583],[33.06528542],[13.83783784],[31.81528319],2.824494004100411,1.3714207973065065
41.0,24.0,1.0,0.3446008649635234,0.9951493500298007,0.8805972255236297,0.8805972255236297,746.4447915754246,0.08169846756226051,0.008234344967241292,-85.69391899762431,2.3210471471400353,1.1761317842268095,108.21100638103815,[19.50750751],[110.53205353],[7.4954955],[105.88997632],11.253788985954536,5.4642283684905575
42.0,24.0,1.0,0.480328730877041,0.9951493500298007,0.04983881108094579,0.0974809401472591,1478.6922779159256,0.05697526283427101,-0.018466716138987316,-95.26420310943894,2.4646944467112313,-0.8050527720910781,20.59539223364859,[3.07507508],[23.06005324],[15.03903904],[18.13071309],15.839403563124607,7.690753611749438
43.0,24.0,1.0,0.9655387894056359,0.9951493500298007,0.005530958273627595,0.02212383309451038,616.0182188513687,0.0028015884029096716,-0.07697428452485755,-83.00528733542801,0.34846052139000605,-2.9308952483940813,18.247769399429046,[11.1951952],[18.5962262],[23.20720721],[17.89930888],10.223431701449885,4.963942863697643
44.0,24.0,1.0,0.15274604631276278,0.9951493500298007,0.04726178195901043,0.0974809401472591,291.55363968094065,0.1395659305687904,0.07073120501429353,-72.53255180813636,1.9329871016399451,-1.6101055441821561,79.42133781945498,[6.15015015],[81.3543082],[18.16216216],[77.48835072],7.033300211250725,3.4149883729286143
45.0,24.0,1.0,0.33405494428378635,0.9951493500298007,0.3308023380590498,0.41512450266233697,109.2263264772968,0.08397899528128028,0.010697314903782673,-58.78732545623796,0.832053822229657,-0.9056843686024632,52.67127803103337,[3.45945946],[53.50333185],[15.47147147],[51.83922421],4.304905133839815,2.0902279921319282
46.0,24.0,1.0,0.22223361217156978,0.9951493500298007,0.013149453166184322,0.04429289487556824,709.8604887994907,0.11336518678509544,0.042434401727903026,-84.99037417238614,2.6030520271870614,-1.2956318050840787,60.055028475662446,[4.94894895],[62.65804608],[16.96096096],[57.45197645],10.974542470955335,5.328641435861455
47.0,24.0,1.0,0.45424835749637227,0.9951493500298007,0.05720880489003621,0.10768716214595052,189.5332052461003,0.06117754363578576,-0.013928252873351532,-66.50331507371305,0.9076718498713063,-0.1509473947670772,74.91967241763237,[0.57657658],[75.82734427],[12.58858859],[74.01200057],5.670777077926321,2.753421182791331
48.0,24.0,1.0,0.9554241949147206,0.9951493500298007,0.5409264862476577,0.5867677138957643,46.99428527191619,0.0036413424915535675,-0.07606735010912224,-46.97977984829237,0.11283525031306318,-1.2704739059562327,32.00057571880802,[4.85285285],[32.11341042],[16.81681682],[31.88774215],2.823725306798376,1.3710475596698488
49.0,24.0,1.0,0.8149433379420912,0.9951493500298007,0.3449985736692155,0.42461362913134215,117.44368116139304,0.016237659882546995,-0.06246332732684934,-59.802840519074955,0.37309538733767056,-1.1069475616252324,48.169763548723445,[4.22822823],[48.54285606],[16.24024024],[47.79666816],4.463903004516704,2.1674287177334626
5.0,24.0,1.0,0.42445473812787726,0.9951493500298007,0.16907576790503476,0.2404633143538272,108.60742513944837,0.06625882361114277,-0.00844047049996588,-58.707772659851784,0.7449831370119622,0.3459211130078854,27.65446475779993,[22.67867868],[28.3994353],[10.71471471],[26.90948376],4.292691519627484,2.084297724793158
50.0,24.0,1.0,0.8371745696849058,0.9951493500298007,0.0003321398234114037,0.010628474349164918,1107.9936627407749,0.014117217354353229,-0.06475340525729867,-91.22370185567767,1.1127333691741335,1.603816069400195,25.005631608438186,[17.87387387],[26.11836498],[5.86186186],[23.89289824],13.71098197352856,6.657307752359883
51.0,24.0,1.0,0.5953622701971071,0.9951493500298007,0.02129277666656515,0.059249465506963896,545.1200646249174,0.040638016608751215,-0.03611094206254872,-81.29350080177926,1.326887351959785,-1.4088423511593868,17.803719461265793,[5.38138138],[19.13060681],[17.39339339],[16.47685014],9.617141488834447,4.669561283996249
52.0,24.0,1.0,0.9200900127417461,0.9951493500298007,0.0054131601336927515,0.02212383309451038,1427.0729456816782,0.006640555317409258,-0.07282820025719805,-94.76674606856366,0.8763641842778558,1.3648160276856558,32.469162273314716,[18.78678679],[33.34552646],[6.77477477],[31.59281284],15.560480658866764,7.555323806910405
53.0,24.0,1.0,0.7122643741772569,0.9951493500298007,0.0016638924284670953,0.013311139427736762,3068.482452770442,0.02677938923794465,-0.05107825962301993,-105.48455343360104,2.6171366882168954,-1.9623161319720026,42.23967886397617,[7.4954955],[44.85680182],[19.45945946],[39.62258021],22.81716819038544,11.078776923055075
54.0,24.0,1.0,0.02343137979173826,0.9951493500298007,0.521621489085347,0.5755823327838312,215.00286394288773,0.2593997930440177,0.20015177648753912,-68.26853466912752,2.445943256478486,-1.6604213424378482,67.9768347845375,[6.34234234],[70.42274045],[18.30630631],[65.53090231],6.039792856691065,2.9325951915863717
55.0,24.0,1.0,0.30612289364649525,0.9951493500298007,0.5550124428083425,0.5920132723288987,62.73184869318851,0.09035556951078516,0.017584015071647863,-51.023585599666504,0.68398405724108,-1.3333686537758478,12.568140696979924,[5.09309309],[13.25211845],[17.05705706],[11.88416386],3.262450753798601,1.5840687951372379
56.0,24.0,1.0,0.5661122626363921,0.9951493500298007,0.1436140332024075,0.21559169551234297,696.4457471394824,0.044496669908018927,-0.03194359649933953,-84.72327434012283,1.5265782047226342,-2.817684702318773,21.108391811071314,[10.76276276],[22.63495024],[22.72672673],[19.58182403],10.870350986442142,5.278051713045193
57.0,24.0,1.0,0.6399531556301847,0.9951493500298007,0.10942857064262312,0.175085713028197,26788.18105942275,0.03507878548987142,-0.04211491167093895,-135.8194406830276,8.733965200918433,1.5786581702723481,123.07446183013302,[17.96996997],[131.80831792],[5.95795796],[114.34049663],67.41732778993999,32.73419072433149
58.0,24.0,1.0,0.2904791048656873,0.9951493500298007,0.4196896899329581,0.4924644052193438,765.6767778420779,0.09416480247890091,0.0216979866772129,-86.05005746235426,2.305722880410997,-0.6415264277600778,148.00222703563765,[2.45045045],[150.30792964],[14.46246246],[145.69650416],11.39784271060449,5.53417302888906
59.0,24.0,1.0,0.6343382277565144,0.9951493500298007,0.28182876500024445,0.3607408192003129,1051.000757065652,0.035758829470136866,-0.04138046417225216,-90.48438906415598,1.755952968309181,-1.6226844937460791,119.07966119795324,[6.1981982],[120.83561417],[18.21021021],[117.32370823],13.353694489669776,6.483828366222079
6.0,24.0,1.0,0.703066409675435,0.9951493500298007,0.1573223251234196,0.22883247290679212,184.51884611911262,0.02779084151306166,-0.04998589116589347,-66.1279382607919,0.6530255718748492,1.0503422885875784,24.41995788715261,[19.98798799],[25.07297176],[7.97597598],[23.76693232],5.595260188200983,2.7167542849445376
60.0,24.0,1.0,0.8790859685601587,0.9951493500298007,0.7845607631999233,0.7970141086475411,38.24442632673107,0.010256842786815268,-0.06892260979023956,-44.095385445170265,0.17784163682742715,0.9119738433844242,40.31363972474297,[20.51651652],[40.49147794],[8.55255255],[40.13579818],2.5473228835661095,1.236841563446686
61.0,24.0,1.0,0.6290985157833302,0.9951493500298007,0.05026360976343047,0.0974809401472591,541.4059924150307,0.036398443488805166,-0.040689681032090474,-81.19778802411064,1.2639505508354318,0.7610264486173479,64.5709935163141,[21.09309309],[65.83492723],[9.12912913],[63.30705112],9.58432320790818,4.653626510217728
62.0,24.0,1.0,0.9940157348153719,0.9951493500298007,0.03660379259475122,0.08676454540978067,599.8597586743718,0.00048006414485368687,-0.07948153072355812,-82.63315828022031,0.13855898503188513,-0.16352634433100022,38.7728354472483,[0.62462462],[38.91139443],[12.63663664],[38.63427646],10.088457897356866,4.898406919292728
63.0,24.0,1.0,0.6182244767387131,0.9951493500298007,0.002208539119552988,0.014134650365139122,470755.79976036435,0.03774163387572993,-0.03923903541421181,-175.94874252106666,37.668067629428464,1.6918687163476562,257.9771169759887,[17.53753754],[295.64518461],[5.52552553],[220.30904935],282.6166611334859,137.2232924485292
7.0,24.0,1.0,0.5371255888635839,0.9951493500298007,0.04995803982764613,0.0974809401472591,5571.075357050936,0.04850597064288287,-0.02761355170568658,-113.83422305959917,4.734181789117631,-1.6101055441821561,50.13007190267777,[6.15015015],[54.86423743],[18.11411411],[45.39596749],30.744641842783142,14.927927327061767
8.0,24.0,1.0,0.7819350744776099,0.9951493500298007,0.1773806703933558,0.246790497938582,116.58294093832093,0.019486323892707547,-0.058954770195875916,-59.69985721442403,0.39113235597694995,-0.4276842851733855,50.690239881972,[1.63363363],[51.08137098],[13.64564565],[50.29910753],4.447515035867068,2.1594716107262992
9.0,24.0,1.0,0.5029622317031108,0.9951493500298007,0.010487317497353765,0.039481665872390645,1012.3556077410879,0.05349517992658104,-0.022225205679292648,-89.95990829569357,2.154184636212623,1.1509738850989635,58.11786901411121,[19.6036036],[60.27203024],[7.63963964],[55.96370358],13.105888477929456,6.363507233408595
