CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,4.56915863193963e-05,0.000499885700757,0.0179029690103297,1.0479485934578e-07,5.927485980916636e-05,2.215170886945706e-08,5.927485980915983e-05,4.42907781237657e-05
1,1.17784827482481e-05,0.0001184471643996,0.0160659178620073,7.31076121862628e-09,3.5349523360594937e-05,5.936238481453644e-09,3.5349523360635615e-05,1.32486428326689e-06
2,2.37124037738567e-07,2.41503962397589e-05,0.0032217513504112,9.8273611470745e-12,9.638496364372529e-07,3.2585886672693105e-15,3.919908314931286e-07,5.15849887141317e-07
3,2.6193374979222e-05,3.36299215085765e-05,0.0149108554150384,4.46515702190453e-09,1.5098944547986548e-06,1.0557203451842122e-08,4.416253859384118e-05,2.29341417232859e-07
4,1.92399901652873e-05,0.0060934795025608,0.028702497407446,7.09439033852455e-07,1.210794723371933e-07,1.1285482390399865e-07,0.0001160421710061,0.0001928108528655
5,1.64132941349315e-06,0.0003789681674376,0.0052824743620627,1.23878374225228e-09,1.3087927138166757e-05,2.6902987941763977e-12,2.566664820687957e-06,2.24096813706558e-06
6,4.01341243794207e-07,0.0001184471643996,0.0033618453027243,7.42419459243138e-11,2.6903717234016966e-06,8.750720793254713e-12,3.686507879471968e-06,2.5567556343747e-06
7,1.62116991342387e-06,6.3920453817753e-05,0.0056720049391111,2.50226506182116e-10,4.439012348811389e-07,1.6857282290846234e-11,4.546975309604944e-06,4.94704468577898e-07
8,7.61650948422066e-07,8.57102259918609e-06,0.0040088762758987,1.3642975638106199e-11,3.325896780204118e-09,2.0447036509712822e-14,6.346088504995501e-07,2.38393162392408e-08
9,6.18165150729766e-05,0.0008563069849221,0.0224585981938672,2.76648020269832e-07,2.9399041840294515e-05,4.8395261283955935e-08,8.14011531998913e-05,1.82049302426393e-05
10,6.07735427538003e-07,2.83939895678181e-06,0.0038779368481134,3.78930220534812e-12,1.718978314491082e-05,9.325363227716013e-14,9.638496364573671e-07,2.7390282597969e-08
11,1.63413525121614e-05,0.0011123235787784,0.0132077863703043,6.44515260050937e-08,2.496187909928338e-06,1.2671792803047483e-09,1.987624027198069e-05,8.71083476559828e-05
12,8.98648153446757e-07,4.65159814425002e-05,0.004375581651185,8.421874309050279e-11,3.57417705787455e-05,1.6435414188564326e-12,2.208330652925637e-06,5.97536583554426e-06
13,3.27151509404988e-05,0.0048427681444993,0.0211020568025457,7.05289021518674e-07,1.297268743505331e-05,5.1151251138387485e-08,8.323889504833495e-05,0.000427291194532
14,3.16622712492887e-08,1.93242364498292e-06,0.0018318776519471,7.98250354705488e-14,0.0004504587118443,7.679885457117723e-20,3.3613328645510994e-08,5.919286005248271e-09
15,7.3140053035603e-05,0.0030197661591326,0.0239451698835502,1.06649024711469e-06,4.234706033834357e-06,6.777912380662824e-08,9.364367280075964e-05,0.0003736763668911
16,2.7372058151176e-06,2.41503962397589e-05,0.0064579393860383,1.85744308822677e-10,4.1292366218081966e-05,5.543272916594625e-10,1.4760689549008236e-05,5.18087409372356e-06
17,6.40470523949332e-06,0.0001184471643996,0.0096884820971505,2.6110206219343e-09,0.000242857244558,3.852996039850612e-10,1.2985081764892097e-05,5.87214830994549e-05
18,2.59562876014918e-06,8.7281299674252e-05,0.0079710359863409,7.10814851423436e-10,5.6355864863633094e-08,2.707320915654097e-11,5.28667344988759e-06,8.7886625791413e-06
19,1.36030609110271e-07,8.7281299674252e-05,0.0029133113038021,1.77218240082766e-11,1.4298606410001469e-08,7.911718367613697e-16,2.736985251939746e-07,5.81358374143648e-08
20,3.33370029581559e-07,8.7281299674252e-05,0.00329125140379,4.59945415087759e-11,0.0001806684454781,4.5872147498198557e-14,7.922200284520799e-07,4.71381391648974e-07
21,2.13011226435356e-08,5.9781837302054e-06,0.0023499217517849,2.02171612784241e-13,3.8639583011867984e-05,4.4277182048572805e-16,2.368045650318043e-07,9.24227117003355e-09
22,4.79507962893866e-05,0.0018498592938576,0.0958353612099342,1.63427210531086e-06,3.961239295469099e-07,2.5918791374283807e-05,0.0015150034315236,2.45094418003472e-05
