auc,precision,recall,f1,accuracy,model,mcc
0.7971,0.9793481768312359,0.607,0.7494752438572663,0.7971,ARS,0.6424448469363347
0.6487999999999999,0.9940239043824701,0.2994,0.4601905932984937,0.6488,JTK,0.4160392616435313
0.5507,1.0,0.1014,0.18412928999455241,0.5507,LS,0.23110122057092908
0.7595,0.9942857142857143,0.522,0.6845901639344262,0.7595,meta2d,0.5897822473367673
0.8766,0.9013213981244672,0.8458,0.8726784977300867,0.8766,Cosinor,0.7546331111076986
0.9536,0.9649446494464945,0.9414,0.953026928528042,0.9536,Cosinor1,0.9074701759409483
0.8757999999999999,0.9949947312961012,0.7554,0.858799454297408,0.8758,Cosinor1(p),0.7743865108284401
0.9205,0.9927349425826107,0.8472,0.9142117190029135,0.9205,Rain,0.8501855275225219
