CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1(q)_qvalue,Rain_qvalue
0,1.7459291093479002e-09,1.5324619134972606e-07,0.0024248414726362588,0.0,3.4050961768933787e-10,1.2511129852230596e-36,3.405097143097081e-10,2.863797465068964e-10
1,1.7403592161550806e-08,8.747907134176718e-06,0.003057038780403365,7.381242915664823e-14,2.283835463167593e-08,4.184725041583232e-22,2.2838354750147707e-08,1.3062525258352593e-07
2,4.194765043887203e-11,7.335078911420843e-08,0.0024248414726362588,0.0,2.2146567879848983e-08,3.2373399725845526e-47,6.095022837308703e-11,4.2583442242830306e-09
3,2.2929491814323408e-10,3.189026476900509e-07,0.0024248414726362588,0.0,1.7464411943562578e-08,2.470442983034445e-35,4.4531088493158735e-10,4.682922040654297e-09
4,2.685626542230817e-07,1.7661287037267855e-05,0.005084036927747626,3.4571161227221125e-12,8.150273809949912e-10,7.159518579680027e-17,2.621015340408494e-07,1.9756453617275063e-06
5,4.1540899826816127e-10,2.492136538633472e-08,0.0024248414726362588,0.0,3.2859652404665756e-09,4.5402390507730496e-35,4.711872067358793e-10,2.3274507882949663e-10
6,3.89829499256697e-11,3.541013385568569e-08,0.0024248414726362588,0.0,1.3872433710196394e-07,2.233704304589492e-46,6.910481025380032e-11,3.419214590749032e-10
7,2.640360045113063e-10,2.492136538633472e-08,0.0024248414726362588,0.0,2.4681605132569633e-10,5.449511849240757e-37,3.184730976528294e-10,5.580436798650872e-10
8,2.0292215156713407e-11,7.335078911420843e-08,0.0024248414726362588,0.0,6.618708752549006e-09,1.4060006062201841e-50,4.0707915776458956e-11,1.5036085855922931e-09
9,1.4309393792998695e-10,2.492136538633472e-08,0.0024248414726362588,0.0,3.0533625393495075e-10,2.1000440694168604e-40,1.7034761769772222e-10,2.885457468990231e-10
10,3.081247231198833e-09,1.407707403946605e-06,0.00256716949053587,1.6140872662347808e-15,6.303355563771585e-10,3.5050592860351843e-22,2.214656798685604e-08,2.1891503933195082e-07
11,5.145149671294248e-10,2.212212057275016e-07,0.0024248414726362588,0.0,7.036305015282821e-08,1.2625546753310612e-33,6.436631229175201e-10,2.492765184838519e-09
12,1.8007185171600332e-11,4.952113089571846e-09,0.0024248414726362588,0.0,8.613845874340955e-11,1.8201937741639115e-49,4.5749975530653406e-11,2.837561501295483e-10
13,7.2504360791846935e-12,1.901862870588772e-09,0.0024248414726362588,0.0,5.408286060561285e-08,4.398240759952879e-62,1.3641346562111248e-11,1.6747086657972306e-11
14,8.26009832953981e-09,9.74223927533521e-07,0.0027752830465402533,3.369024117676704e-15,5.565221595517298e-10,7.042827557532056e-24,1.1444175408043651e-08,1.67560492779156e-08
15,6.121798391905675e-09,1.407707403946605e-06,0.0026076922288881185,3.369024117676704e-15,3.737416006307133e-09,9.18949128047559e-25,8.30080918653936e-09,2.360400164328358e-08
16,7.812562401106097e-11,5.080337082133505e-08,0.0024248414726362588,0.0,7.590533543436363e-09,1.5607305407861198e-34,5.276230163224103e-10,2.166656173567337e-09
17,2.178268757879821e-10,1.0665426604535756e-07,0.0024248414726362588,0.0,1.434341918988704e-09,2.2418395590361696e-34,5.451848185318582e-10,8.723437316476197e-10
18,1.912981305566979e-08,6.692521719517761e-07,0.0030093140516903056,5.825947881902487e-15,2.712338945435902e-07,6.192622084916918e-22,2.4484449182784873e-08,4.329819067929058e-09
19,3.4084216519596556e-11,2.212212057275016e-07,0.0024248414726362588,0.0,7.222957864000976e-11,3.3930158987935044e-50,4.2279318176091536e-11,1.3850508925000708e-09
20,1.4812718689638965e-10,2.492136538633472e-08,0.0024248414726362588,0.0,3.9224485025976856e-11,2.0754970995729874e-37,2.9365945835019015e-10,5.580436798650872e-10
21,2.8008221325770505e-10,1.2751067496118817e-08,0.0024248414726362588,0.0,8.715260802552814e-09,4.48099855901018e-34,5.793091072824702e-10,3.7374788808070584e-10
22,1.174253213916656e-11,3.541013385568569e-08,0.0024248414726362588,0.0,3.1132931899099203e-10,1.3368119943055161e-43,1.0125583358324607e-10,7.484378628064656e-10
23,3.575777194390941e-09,6.692521719517761e-07,0.0025198385215195003,8.381150160733443e-16,1.0763969886056858e-10,5.753004902806215e-25,7.711522220420138e-09,7.044984477459443e-08
24,8.799823398496751e-11,4.952113089571846e-09,0.0024248414726362588,0.0,2.4283980399308764e-11,4.10764281456302e-37,3.11299316766406e-10,2.837561501295483e-10
25,2.5769681455585193e-09,7.335078911420843e-08,0.0024840156769030067,0.0,4.866559830016168e-11,2.3507384195169303e-27,3.494204044256792e-09,8.723437316476197e-10
26,6.268757717726748e-11,9.74223927533521e-07,0.0024248414726362588,0.0,1.140917425894205e-11,8.382738418620373e-40,1.8718693889725179e-10,2.334255456100618e-08
27,1.1828773255013625e-11,7.335078911420843e-08,0.0024248414726362588,0.0,4.6526896449686437e-10,2.1696369155208362e-54,2.753231349821894e-11,1.225423752066966e-08
28,2.742910036317977e-10,4.601735444428842e-07,0.0024248414726362588,0.0,3.2472065206573865e-08,1.0024995031300382e-33,6.282196932046445e-10,4.2583442242830306e-09
29,1.415185325101744e-10,7.335078911420843e-08,0.0024248414726362588,0.0,1.6987116931717054e-10,3.621635905196639e-38,2.5288199504620905e-10,8.723437316476197e-10
30,3.1954486941563603e-10,9.74223927533521e-07,0.0024248414726362588,0.0,3.957844153422808e-11,5.474742050921799e-37,3.184730976528294e-10,1.632079700257951e-08
31,2.862889568894792e-10,3.189026476900509e-07,0.0024248414726362588,0.0,1.3399947673549554e-09,3.781964876630297e-36,3.7558013161192517e-10,1.95133167465389e-09
32,8.018551149005617e-11,1.5324619134972606e-07,0.0024248414726362588,0.0,1.1871513521208567e-07,2.9915206857573094e-43,1.0651355995449027e-10,5.536981237546183e-10
33,8.20772272334575e-10,6.692521719517761e-07,0.0024248414726362588,0.0,9.112207843621568e-12,2.1820195909411606e-32,8.687205726002687e-10,2.300542247318705e-08
34,1.728563192998302e-08,8.747907134176718e-06,0.0032438042329773257,7.881860582300001e-14,6.50447123039043e-08,1.695849467667615e-21,2.932282628117368e-08,1.9075838055290167e-06
35,2.4077105649263246e-10,3.189026476900509e-07,0.0024248414726362588,0.0,1.8216169538267702e-09,1.2236959001029509e-36,3.4022386565584715e-10,8.318053253986159e-09
36,5.713927365094877e-08,0.00042874297133373347,0.0039046895872299797,1.2474561378960819e-11,3.552713678800501e-12,3.041995878804641e-19,7.98390269388102e-08,3.854738455641046e-06
37,7.190360653480408e-11,1.5324619134972606e-07,0.0024248414726362588,0.0,8.621106748968196e-09,1.3368119943055161e-43,1.0125583358324607e-10,1.199906333910321e-10
38,3.5098612279716175e-09,9.74223927533521e-07,0.0025995620354514505,1.3575727862865688e-15,6.755733125696216e-10,2.42168137816637e-25,6.769856674822193e-09,2.4607125738606977e-07
39,1.4956617036440297e-09,6.692521719517761e-07,0.00245807931943587,2.9472339384793207e-16,1.66794965268662e-09,1.100808773505273e-26,4.325419036605397e-09,1.258884075781054e-08
40,4.955884639261458e-11,1.0665426604535756e-07,0.0024248414726362588,0.0,1.8165586778305068e-10,3.5813876655224614e-46,7.047067798563426e-11,1.199906333910321e-10
41,7.645732492486985e-09,1.0665426604535756e-07,0.002646084015879095,2.9472339384793207e-16,2.3506989891021848e-09,8.399411068308814e-23,1.7295877810862353e-08,1.247155162104004e-09
42,5.410353709613059e-09,1.407707403946605e-06,0.0026547579861074108,3.1237224608445254e-15,3.1251570641213135e-08,3.222826403984726e-25,7.072425853242742e-09,1.1073203726410522e-07
43,3.0278809762504317e-12,7.335078911420843e-08,0.0024248414726362588,0.0,1.4395536045259843e-11,8.915703138784326e-62,1.3881935622112369e-11,1.2827323244960029e-09
44,1.5058584781822808e-11,5.080337082133505e-08,0.0024248414726362588,0.0,1.0964098960530299e-10,1.7563845842261545e-55,2.5030641495612675e-11,1.1120932545272824e-09
