CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1_pvalue(p),Rain_pvalue
0,3.16544665146523e-07,5.9781837302054e-06,0.0022392088668038,2.46502818157524e-12,5.014433313021982e-12,5.0833789250380284e-18,8.21625229049634e-08,3.4068320089997298e-12
1,2.12495555595993e-08,8.71530659140061e-07,0.0012686434864061,1.8096635301390102e-14,1.668742921623334e-11,1.263396874532608e-22,9.548421672841637e-09,1.04360729264239e-11
2,4.33815645872748e-06,6.3920453817753e-05,0.0060220145561541,6.60971721799797e-10,9.89312076704607e-10,2.271497417151579e-12,2.419413035398363e-06,3.59478203492706e-07
3,2.30524756394956e-07,1.21948407725852e-05,0.0022667062325215,3.6187719487656998e-12,5.246043377482579e-09,1.0578605097874568e-16,1.664789636593117e-07,3.99279851216046e-09
4,1.9830717956637e-08,5.77160035618108e-07,0.0017756206958988,1.57651669496772e-14,1.9078927326887646e-10,3.2840566143515843e-20,2.8008294603073042e-08,3.99069330835906e-09
5,4.01362620694456e-07,5.9781837302054e-06,0.0023187389238744,3.18511883534711e-12,6.556521991996077e-10,8.467227935147433e-17,1.575609737050903e-07,1.04360729264239e-11
6,2.4458135516880504e-09,6.29374330294742e-08,0.0009575174787722,1.11022302462516e-16,8.428258091441876e-12,1.554924498465475e-26,2.022839276659748e-09,4.64163068428556e-09
7,1.89786744986264e-07,1.93242364498292e-06,0.0020776162617425,4.88942220044919e-13,1.6164041882760216e-08,8.769767078024223e-19,5.585214501328025e-08,2.7080258061161497e-11
8,2.17105248778715e-06,4.65159814425002e-05,0.0053433150799698,2.3107382673970301e-10,8.984494592745307e-09,1.3700605733208737e-12,2.073416457407511e-06,1.57331260834468e-08
9,1.30425503730436e-09,1.30367136488675e-06,0.0008765650163859,1.33226762955019e-15,6.119682538496818e-11,3.395093629948699e-28,1.109638475101993e-09,2.4479704218415896e-11
10,2.26835619177024e-08,1.72229016592152e-05,0.001248666925157,3.2085445411667e-13,8.651460992048499e-09,9.567747462095685e-22,1.3956580611668904e-08,6.5678486885465704e-09
11,2.91644193239904e-08,8.57102259918609e-06,0.0013653368240063,2.28927987677707e-13,2.285939215695976e-10,1.6311412537124053e-21,1.545536558167102e-08,2.20057491644009e-09
12,1.35535318523949e-08,3.90471295559102e-08,0.0011951639722417,5.55111512312578e-16,1.011394301642099e-09,1.0626872854483322e-24,4.08308230274982e-09,4.55723739911673e-09
13,4.65314714315213e-07,6.3920453817753e-05,0.0033824547327986,4.8165249566523003e-11,2.234092355557493e-08,4.710086010906664e-15,4.299160639676826e-07,1.65913758850406e-08
14,5.08383446451433e-10,2.93573684251023e-09,0.0006482068938192,0.0,1.5602216663079818e-07,1.6810439151798224e-36,8.357454627292719e-11,4.52390703141904e-12
15,1.52991734836405e-07,2.93573684251023e-09,0.0015430421168165,6.66133814775094e-16,3.4160446693576323e-09,1.3259696003853349e-21,1.4821572739419972e-08,4.03336064689166e-11
16,1.38766826918157e-08,3.78485995846773e-07,0.0016046483843367,6.8833827526759706e-15,1.765705092138248e-07,4.126138993273287e-21,1.8560277805149025e-08,1.61787782885298e-10
17,3.65236395571955e-08,1.93242364498292e-06,0.001188995195403,6.07291994469961e-14,4.26094619587758e-08,2.916832714596705e-24,4.842784860618848e-09,3.81292137965859e-12
18,4.68771382711175e-07,4.13688528375217e-06,0.0024387807064586,2.73359113123206e-12,4.08849683775081e-07,1.7492092165651752e-17,1.0883908351310345e-07,4.56723095864924e-09
19,1.75131139590334e-08,3.78485995846773e-07,0.0011148798691692,5.995204332975851e-15,3.0195845823755008e-12,3.565002286968285e-25,3.3839859426564832e-09,4.1094617911726394e-11
20,3.70633270740939e-08,1.30367136488675e-06,0.0012423423731545,4.41868763800812e-14,1.9657730754296665e-07,3.4839834525917606e-24,4.9935654191620446e-09,1.0246326145943499e-11
21,4.02636783247701e-07,3.78485995846773e-07,0.0022275094515239,2.27817764653082e-13,8.409384300023248e-12,5.661986821608487e-17,1.43176527572285e-07,7.6574773374531e-09
22,3.46644503324001e-07,8.71530659140061e-07,0.0020445368822252,4.01012556494607e-13,4.008240850339462e-09,1.0446996212761219e-17,9.672160434080994e-08,1.04360729264239e-11
23,8.34245406089451e-09,6.29374330294742e-08,0.0009805189032006,4.44089209850063e-16,1.452171716209705e-13,3.0040911251442583e-24,4.882646365341925e-09,1.21967746604123e-12
24,3.4614541233324303e-09,5.77160035618108e-07,0.0010694473842137,1.88737914186277e-15,5.020927007493015e-10,7.615035963270961e-26,2.62347103799155e-09,1.0246326145943499e-11
25,3.92632846235585e-08,1.30367136488675e-06,0.0014674661177257,5.46229728115577e-14,5.643452372083857e-11,1.1279694233995874e-21,1.441668225964486e-08,6.825707661359579e-11
26,2.36734635228331e-08,1.93242364498292e-06,0.0012491524631778,4.2188474935755904e-14,3.5122726949055045e-10,8.464453241765102e-24,5.835887960191836e-09,4.38845082877907e-09
27,3.47631035069185e-10,2.39225518739737e-08,0.0005832837786441,0.0,2.2956281320318794e-10,1.2423114106370763e-38,4.692271283089674e-11,3.84947802665751e-13
28,5.72059187131657e-07,5.9781837302054e-06,0.0024400257018115,4.66338079263551e-12,4.42507108733281e-09,1.86347544157952e-17,1.1037056961546356e-07,3.92020217557572e-09
29,8.97335095118024e-10,1.30367136488675e-06,0.0007742578419381,7.771561172376101e-16,6.11721784338215e-12,3.3700167242199196e-32,2.963634194209947e-10,3.89998144375909e-10
30,4.44369139263046e-08,2.83939895678181e-06,0.0013679180637086,1.20126131264442e-13,2.0815620338510143e-09,3.6362643143673894e-22,1.1583632367827677e-08,8.428085770411769e-12
31,1.55943089552579e-08,1.00231102168983e-07,0.0010950306660365,1.5543122344752201e-15,6.756355253045854e-09,1.729057761617676e-24,4.418221224247885e-09,1.53313132077266e-10
32,7.79637123748955e-08,2.45682472323497e-07,0.0012732640095801,1.87627691161651e-14,2.1418522511140736e-10,3.5632361631822983e-23,7.543971408521352e-09,4.45244217895209e-10
33,5.3582820329634e-06,0.0002142857370726,0.0052034017763055,2.15554496474368e-09,3.9412917374193063e-14,1.0648968824150888e-12,1.924229311918146e-06,4.0266998450894205e-09
34,6.35498020429281e-07,5.9781837302054e-06,0.0022573699457731,4.78495021383196e-12,3.964864270233903e-08,5.915489472280575e-18,8.492807081441784e-08,8.58377029921488e-10
35,3.50177171815069e-07,1.30367136488675e-06,0.0023992810666685,6.88671342174985e-13,9.667266986923549e-12,1.3218296760323725e-17,1.021355187230879e-07,3.99474134841817e-13
36,2.1354500501225e-08,5.77160035618108e-07,0.0009823759460274,9.65894031423886e-15,1.542172944901665e-09,4.025189829707926e-26,2.3530708963507508e-09,2.98051519018472e-10
37,2.39762580012126e-07,1.30367136488675e-06,0.0017648562025034,3.60378393793326e-13,2.9295990522371085e-08,4.1693196678373284e-20,2.9346432325665076e-08,1.49025759509236e-10
38,4.74295438346317e-06,0.0001184471643996,0.0056205092166252,1.1938952049206401e-09,2.4961832600922657e-10,1.607813295263327e-12,2.1796822304909723e-06,1.8968208514304e-09
39,3.34258732026527e-07,8.57102259918609e-06,0.0016686854516523,2.76145772915015e-12,1.291209883458322e-08,2.4794392264054204e-19,4.2543480033906166e-08,1.71742125132919e-11
40,2.78034964940055e-06,2.41503962397589e-05,0.0042443891493196,1.2742040755853201e-10,3.433902096006136e-08,4.601546222522063e-14,7.84897157079293e-07,7.96032921469218e-08
41,8.79738868420077e-08,8.71530659140061e-07,0.0010137871323551,5.6399329650957996e-14,1.2594925102860088e-10,1.2190923269622583e-26,1.9380589064889878e-09,1.58735183208216e-10
42,1.54553057241102e-07,1.93242364498292e-06,0.0016547770303141,3.24851257005321e-13,2.021808276353454e-09,1.3686596373963552e-19,3.757777067065514e-08,6.952109655088459e-11
43,3.74464969365995e-07,8.71530659140061e-07,0.0018760992818192,3.9768188742073097e-13,1.3252554609266554e-10,1.9621045507332498e-18,6.646932094589831e-08,2.03538992297275e-11
44,8.53847399451269e-08,2.45682472323497e-07,0.0016012915834716,2.54241072639161e-14,4.4535892074204497e-07,4.015572926980987e-20,2.918764029822829e-08,5.5783975093373596e-11
45,7.26448790011602e-10,3.90471295559102e-08,0.0005806098145343,0.0,3.129138059776437e-10,7.277230847247675e-39,4.4136479034601455e-11,2.7581744321553398e-11
46,3.1673824674172103e-09,2.39225518739737e-08,0.0006986034302347,0.0,3.143522842030677e-08,2.77300500439191e-29,7.631527769746853e-10,3.86790832263822e-10
47,1.87014525510065e-06,3.36299215085765e-05,0.0036669120979147,1.04574571224703e-10,9.511821774665918e-09,2.290040147661644e-14,6.494098262324219e-07,1.8968208514304e-09
48,1.20903567123465e-05,0.0003789681674376,0.0082615315616241,1.18454972497517e-08,1.7077875225091077e-08,4.2663679122716136e-11,6.095250335667709e-06,6.6658235337201e-07
49,3.07118207532042e-07,2.45682472323497e-07,0.0018691082146173,9.9253938401489e-14,1.9432233600014115e-12,5.594362449910123e-19,5.069371585735192e-08,1.76763562135149e-07
50,3.81747888855699e-08,1.30367136488675e-06,0.0013385334664798,4.8738790781044404e-14,2.506414076286489e-09,4.423673827089607e-22,1.2045445850040492e-08,1.3790872160776699e-11
51,8.38327356422752e-08,1.21948407725852e-05,0.0016158638148422,1.01474384450739e-12,1.7522205908448996e-11,2.458733249004313e-20,2.6435112642226092e-08,8.87032867008757e-10
52,4.98281291116953e-07,1.21948407725852e-05,0.0024987782632522,8.18445311523419e-12,1.0706595610088243e-09,6.069225258612652e-17,1.4542545917034425e-07,8.17228793534388e-09
53,2.55216219269272e-08,8.71530659140061e-07,0.001142241069309,1.95399252334028e-14,6.689656539826673e-08,2.6730496626912026e-25,3.21589537145055e-09,3.54056985254012e-12
54,2.74491675611443e-07,1.00231102168983e-07,0.0023902005668511,4.81836792687318e-14,6.734853785772542e-10,1.7981877037661506e-17,1.0986934087394225e-07,8.74612674288014e-12
55,1.26980896952844e-06,1.72229016592152e-05,0.0029347891790533,3.1626923302496796e-11,6.72703004411801e-11,1.067410408904572e-15,2.933546683260404e-07,1.04190999489122e-07
56,1.00020885684948e-07,3.78485995846773e-07,0.001839375318567,5.08482145278322e-14,1.9470702827817374e-10,3.5019274098096285e-19,4.5839454614908316e-08,1.60162309130503e-10
57,1.37239069331052e-06,2.83939895678181e-06,0.0029409139102512,6.283529252471e-12,6.134275420954793e-09,1.1492873282492385e-15,2.975802931992384e-07,7.078511648817349e-11
58,1.09990641117275e-06,1.21948407725852e-05,0.0034416650589781,2.32274199873928e-11,2.245072572293338e-09,1.4749934301912476e-14,5.778523290199806e-07,1.58535412484037e-08
59,2.2190682624767504e-09,1.57793508389465e-07,0.0007241151140487,2.2204460492503099e-16,1.76730918788337e-09,8.973392412376533e-30,6.475467563417122e-10,8.39464911197299e-11
60,2.95299012575967e-07,8.57102259918609e-06,0.0020976241859408,3.0477842472009797e-12,1.2465574228404108e-07,1.790293693181774e-18,6.518026730102792e-08,2.07379350642507e-11
61,1.8601775675364301e-09,1.44647756133219e-08,0.0006081580889449,0.0,1.2320618303363062e-08,1.1997506610897031e-37,6.088914915689269e-11,3.95725950261069e-11
62,1.76758140568722e-07,6.29374330294742e-08,0.001186868988695,1.0547118733939e-14,5.531239022360523e-09,2.679004164732691e-24,4.7638549072006285e-09,1.30188515929182e-12
63,2.32860893456532e-07,5.77160035618108e-07,0.0017218461344079,1.58539847916472e-13,2.971954904396057e-10,1.1732206450168917e-18,5.941331633208752e-08,4.55723739911673e-09
64,1.00919994583393e-07,1.57793508389465e-07,0.0018375136360647,2.2315482794965602e-14,3.534066372878897e-10,1.5660875830175782e-19,3.8738377104341856e-08,2.80988614846871e-12
65,3.06226392887687e-06,8.7281299674252e-05,0.0046670538324896,5.040290407265501e-10,1.806687423000497e-07,6.661444429886876e-13,1.6741529453953527e-06,3.12451726098978e-08
66,1.69715256126413e-06,6.3920453817753e-05,0.0024278338870917,1.18376974889145e-10,1.8052115358102583e-10,1.952111054383023e-17,1.1150695124239052e-07,4.68617498047491e-10
67,5.06744137540593e-07,1.21948407725852e-05,0.0024892983578247,8.285261365870159e-12,1.81698689427634e-09,4.192247511035206e-17,1.334014357166299e-07,1.02832315365582e-09
