CycID,ARS_pvalue,JTK_pvalue,LS_pvalue,meta2d_pvalue,Cosinor_pvalue,Cosinor1_pvalue,Cosinor1(amp)_pvalue,Rain_pvalue
0,2.89354263771635e-06,0.0014378634142753,0.010595493846647,1.3627558970164e-08,1.143107429635304e-05,1.143107429637581e-05,2.6739550501196797e-10,6.20916305838334e-05
1,4.48927989693537e-06,0.0001184471643996,0.0071523216497052,1.41864209268761e-09,4.973527551355161e-06,4.973527551381837e-06,2.222944243279885e-11,3.69466755342979e-06
2,2.26862536434336e-05,0.0002142857370726,0.017746338246459,2.52497704966714e-08,1.257961177436595e-05,4.653316410565562e-05,1.2028298842218865e-08,1.22614107032844e-06
3,1.89840950537423e-06,1.21948407725852e-05,0.0057768080233732,6.285583165066559e-11,2.984232714275948e-07,2.9052855853036864e-06,4.084790259403435e-12,1.32210723184403e-06
4,8.84984441951175e-06,0.0038324499306206,0.0114837755448511,1.00246234868706e-07,3.228867389704071e-05,2.992457844055764e-05,3.848252190886105e-09,0.0002801028862081
5,4.9528678496058e-05,0.000499885700757,0.0202303016907108,1.26074662931686e-07,0.000219486289583,5.666325804348095e-05,1.9788289287389105e-08,1.98563171621177e-07
6,9.25859960294595e-05,0.000499885700757,0.0288412574505057,3.07304724445068e-07,0.0007743532856878,0.0001218603230315,1.267847296420589e-07,2.28919352004761e-06
7,3.29163000878374e-06,2.83939895678181e-06,0.0102843258062516,4.6153747490507196e-11,4.449924919303072e-05,1.518553730961139e-05,5.998830594644115e-10,2.71905835659333e-05
8,2.1835955621663e-05,0.0023688742750913,0.0148051535399387,1.85544319020181e-07,0.000117683254481,3.057017698520315e-05,4.040597648497105e-09,4.11405267197133e-05
9,0.0002344812718835,0.0118437429175653,0.0427239948632934,1.70977328884936e-05,6.140092316475609e-06,0.0006010781206487,4.201985548369293e-06,0.0008930301347995
10,5.99125225209107e-06,0.0003789681674376,0.0081053780688989,6.0955211989011104e-09,3.899570224397131e-06,1.2579611774363164e-05,3.530455399392794e-10,5.61077255999356e-05
