CycID,ARS_qvalue,JTK_qvalue,LS_qvalue,meta2d_qvalue,Cosinor_qvalue,Cosinor1_qvalue,Cosinor1(q)_qvalue,Rain_qvalue
0,1.7844454631881076e-07,2.3639410888911086e-06,0.005354418826310378,2.088193776724436e-14,1.779709948615018e-07,8.095651147427267e-29,7.265254548707492e-09,7.68622221685139e-08
1,2.896403408286233e-06,5.345407094728491e-05,0.0060537089045286435,6.91088000338927e-11,1.3539452470427097e-08,1.810944886265426e-16,3.727859013610687e-07,4.735797887979541e-07
2,7.229504519401315e-08,4.355419975221783e-06,0.005354418826310378,1.5582077538598683e-14,3.550441957930284e-05,3.7066837280711546e-30,5.503361553254374e-09,7.386167922845191e-09
3,1.499692761017783e-06,0.0017518555338013502,0.00588505661009738,1.0501638459882077e-09,4.903191767599656e-07,7.685257757056787e-17,3.1125232368774654e-07,6.116251351183559e-05
4,2.5238688795725748e-06,0.0013524431232059795,0.005523201177430212,1.2033325053046727e-09,3.674342735888505e-07,1.989429569694501e-17,2.356891788417529e-07,1.1377627035180078e-05
5,1.813360230818941e-07,1.862622820239608e-05,0.005354418826310378,3.477463645809217e-13,3.428190597343122e-08,3.774204993669488e-31,4.658667662452593e-09,1.1511315946983302e-08
6,6.015654498753141e-08,5.465530640322993e-06,0.005354418826310378,1.2761184191093755e-14,2.8738650143816024e-07,8.260349288756262e-33,3.5672624664091837e-09,2.1751979351748376e-07
7,5.540800745047849e-07,4.115707314406075e-05,0.005461125450202492,7.211187939567671e-12,5.990053016605875e-07,1.3938493176500866e-17,2.2073116779345773e-07,9.78905659693339e-08
8,1.7463994099242184e-06,2.3639410888911086e-06,0.005526778153263358,5.554274551198139e-13,1.2012479929445934e-07,6.06020493963153e-18,1.8791538089072285e-07,2.4729362264083296e-08
9,1.0908968708023438e-06,0.00015782828103148887,0.005365047599638278,5.4930206925141196e-11,7.774178556831332e-06,8.115669821820583e-19,1.297590386644624e-07,2.1378682035973825e-06
