auc,precision,recall,f1,accuracy,model,mcc
0.9276000000000001,0.9696836555360281,0.8828,0.9242043551088778,0.9276,ARS,0.8586536500253927
0.7499,0.995243757431629,0.5022,0.6675528379635782,0.7499,JTK,0.5753656633846141
0.5881000000000001,0.9988674971687429,0.1764,0.2998470168281489,0.5881,LS,0.31050570159318164
0.8707999999999999,0.9930851063829788,0.7468,0.8525114155251142,0.8708,meta2d,0.7655146531088652
0.8654000000000001,0.8968288444830582,0.8258,0.8598500624739692,0.8654,Cosinor,0.7331028621055771
0.9252,0.9862763037511436,0.8624,0.9201877934272301,0.9252,Cosinor1,0.857188103071648
0.9513,0.9343599615014437,0.9708,0.9522314860225601,0.9513,Cosinor1(amp),0.903287211335771
0.9578,0.976875,0.9378,0.9569387755102041,0.9578,Rain,0.9163333601496112
